0,Jan,31,44.191667,0.000000
1,Feb,56,9.325000,0.000000
2,Mar,93,0.000000,0.125000
3,Apr,120,0.000000,6.733333
4,May,155,0.000000,59.604167
5,Jun,180,0.000000,120.337500
6,Jul,217,0.000000,160.620833
7,Aug,248,0.000000,143.225000
8,Sep,270,0.000000,94.695833
9,Oct,310,0.000000,35.512500
10,Nov,330,0.000000,6.683333
11,Dec,372,41.354167,0.000000
