,obstime,Maximum Air Temperature in degree C,qcscore
72920,2024-04-25T03:00:00,25.6,G
72948,2024-04-25T04:00:00,25.6,G
72976,2024-04-25T05:00:00,25.6,G
73004,2024-04-25T06:00:00,25.6,G
73032,2024-04-25T07:00:00,25.6,G
73060,2024-04-25T08:00:00,25.6,G
73087,2024-04-25T09:00:00,25.7,G
73114,2024-04-25T10:00:00,26.0,G
73141,2024-04-25T11:00:00,26.7,G
73168,2024-04-25T12:00:00,27.0,G
73195,2024-04-25T13:00:00,27.0,G
73222,2024-04-25T14:00:00,27.0,G
73249,2024-04-25T15:00:00,27.0,G
73276,2024-04-25T16:00:00,27.2,G
73302,2024-04-25T17:00:00,27.2,G
73328,2024-04-25T18:00:00,27.2,G
73354,2024-04-25T19:00:00,27.3,G
73380,2024-04-25T20:00:00,27.3,G
73406,2024-04-25T21:00:00,27.3,G
73432,2024-04-25T22:00:00,27.3,G
73458,2024-04-25T23:00:00,27.3,G
73484,2024-04-26T00:00:00,27.3,G
73510,2024-04-26T01:00:00,26.3,G
73536,2024-04-26T02:00:00,26.3,G
73562,2024-04-26T03:00:00,26.3,G
73588,2024-04-26T04:00:00,26.3,G
73614,2024-04-26T05:00:00,26.3,G
73640,2024-04-26T06:00:00,26.6,G
73666,2024-04-26T07:00:00,27.5,G
73692,2024-04-26T08:00:00,27.6,G
73718,2024-04-26T09:00:00,27.6,G
73744,2024-04-26T10:00:00,27.6,G
73769,2024-04-26T11:00:00,27.6,G
73794,2024-04-26T12:00:00,27.6,G
73819,2024-04-26T13:00:00,27.6,G
73844,2024-04-26T14:00:00,27.6,G
73869,2024-04-26T15:00:00,27.6,M
73893,2024-04-26T16:00:00,27.6,G
73917,2024-04-26T17:00:00,27.6,G
73942,2024-04-26T18:00:00,27.6,G
73967,2024-04-26T19:00:00,27.6,G
73992,2024-04-26T20:00:00,27.6,G
74017,2024-04-26T21:00:00,27.6,G
74042,2024-04-26T22:00:00,27.6,G
74067,2024-04-26T23:00:00,27.6,G
74092,2024-04-27T00:00:00,27.6,G
74117,2024-04-27T01:00:00,27.0,G
74143,2024-04-27T02:00:00,27.0,G
74169,2024-04-27T03:00:00,27.0,G
74195,2024-04-27T04:00:00,27.0,G
74221,2024-04-27T05:00:00,27.0,G
74247,2024-04-27T06:00:00,27.0,G
74273,2024-04-27T07:00:00,27.0,G
74299,2024-04-27T08:00:00,27.0,G
74325,2024-04-27T09:00:00,27.0,G
74351,2024-04-27T10:00:00,27.2,G
74377,2024-04-27T11:00:00,27.9,G
74403,2024-04-27T12:00:00,28.3,G
74429,2024-04-27T13:00:00,28.7,G
74455,2024-04-27T14:00:00,28.8,G
74481,2024-04-27T15:00:00,28.8,G
74507,2024-04-27T16:00:00,28.8,G
74533,2024-04-27T17:00:00,28.8,G
74559,2024-04-27T18:00:00,28.8,G
74585,2024-04-27T19:00:00,28.8,G
74611,2024-04-27T20:00:00,28.8,M
74662,2024-04-27T22:00:00,28.8,M
74688,2024-04-27T23:00:00,28.8,G
74714,2024-04-28T00:00:00,28.8,M
74740,2024-04-28T01:00:00,27.7,G
74766,2024-04-28T02:00:00,27.8,G
74792,2024-04-28T03:00:00,27.9,G
74818,2024-04-28T04:00:00,28.1,G
74844,2024-04-28T05:00:00,28.2,G
74870,2024-04-28T06:00:00,28.3,G
74896,2024-04-28T07:00:00,28.3,G
74922,2024-04-28T08:00:00,28.3,G
74948,2024-04-28T09:00:00,28.3,G
74974,2024-04-28T10:00:00,28.3,G
75000,2024-04-28T11:00:00,28.3,G
75025,2024-04-28T12:00:00,28.3,G
75050,2024-04-28T13:00:00,28.3,G
75075,2024-04-28T14:00:00,28.3,G
75100,2024-04-28T15:00:00,28.3,G
75125,2024-04-28T16:00:00,28.3,G
75150,2024-04-28T17:00:00,28.3,G
75175,2024-04-28T18:00:00,28.3,G
75200,2024-04-28T19:00:00,28.3,G
75225,2024-04-28T20:00:00,28.3,G
75250,2024-04-28T21:00:00,28.3,G
75275,2024-04-28T22:00:00,28.3,G
75300,2024-04-28T23:00:00,28.3,G
75325,2024-04-29T00:00:00,28.2,G
75350,2024-04-29T01:00:00,24.8,G
75375,2024-04-29T02:00:00,25.3,G
75400,2024-04-29T03:00:00,25.4,G
75425,2024-04-29T04:00:00,25.4,G
75450,2024-04-29T05:00:00,25.4,G
75475,2024-04-29T06:00:00,25.4,G
75500,2024-04-29T07:00:00,25.5,G
75525,2024-04-29T08:00:00,26.2,G
75550,2024-04-29T09:00:00,27.2,G
75575,2024-04-29T10:00:00,28.0,G
75600,2024-04-29T11:00:00,29.0,G
75625,2024-04-29T12:00:00,29.4,G
75650,2024-04-29T13:00:00,29.7,G
75675,2024-04-29T14:00:00,29.8,G
75700,2024-04-29T15:00:00,30.0,G
75725,2024-04-29T16:00:00,30.1,G
75750,2024-04-29T17:00:00,30.2,G
75775,2024-04-29T18:00:00,30.2,G
75800,2024-04-29T19:00:00,30.2,G
75825,2024-04-29T20:00:00,30.2,G
75850,2024-04-29T21:00:00,30.2,G
75875,2024-04-29T22:00:00,30.2,G
75900,2024-04-29T23:00:00,30.2,G
75925,2024-04-30T00:00:00,30.2,G
75950,2024-04-30T01:00:00,28.1,G
75975,2024-04-30T02:00:00,28.1,G
76000,2024-04-30T03:00:00,28.1,G
76025,2024-04-30T04:00:00,28.1,G
76050,2024-04-30T05:00:00,28.1,G
76075,2024-04-30T06:00:00,28.1,G
76100,2024-04-30T07:00:00,28.1,G
76125,2024-04-30T08:00:00,28.1,G
76150,2024-04-30T09:00:00,28.1,G
76175,2024-04-30T10:00:00,28.1,G
76200,2024-04-30T11:00:00,28.1,G
76225,2024-04-30T12:00:00,28.2,G
76250,2024-04-30T13:00:00,28.3,G
76275,2024-04-30T14:00:00,28.4,G
76301,2024-04-30T15:00:00,28.4,G
76328,2024-04-30T16:00:00,28.5,G
76355,2024-04-30T17:00:00,28.5,G
76382,2024-04-30T18:00:00,28.5,G
76409,2024-04-30T19:00:00,28.5,G
76436,2024-04-30T20:00:00,28.5,G
76463,2024-04-30T21:00:00,28.5,G
76490,2024-04-30T22:00:00,28.5,G
76517,2024-04-30T23:00:00,28.5,G
76544,2024-05-01T00:00:00,28.4,G
76570,2024-05-01T01:00:00,23.0,G
76596,2024-05-01T02:00:00,23.8,G
76622,2024-05-01T03:00:00,24.1,G
76648,2024-05-01T04:00:00,24.1,G
76674,2024-05-01T05:00:00,24.1,G
76700,2024-05-01T06:00:00,24.1,G
76726,2024-05-01T07:00:00,24.1,G
76752,2024-05-01T08:00:00,24.1,G
76778,2024-05-01T09:00:00,24.1,G
76804,2024-05-01T10:00:00,24.1,G
76830,2024-05-01T11:00:00,24.1,G
76856,2024-05-01T12:00:00,24.1,G
76882,2024-05-01T13:00:00,24.1,G
76908,2024-05-01T14:00:00,24.1,G
76934,2024-05-01T15:00:00,24.1,G
76960,2024-05-01T16:00:00,24.1,G
76986,2024-05-01T17:00:00,24.1,G
77012,2024-05-01T18:00:00,24.1,G
77038,2024-05-01T19:00:00,24.1,G
77064,2024-05-01T20:00:00,24.1,G
77090,2024-05-01T21:00:00,24.1,G
77116,2024-05-01T22:00:00,24.1,G
77143,2024-05-01T23:00:00,24.1,G
77170,2024-05-02T00:00:00,24.1,G
77197,2024-05-02T01:00:00,23.3,G
77224,2024-05-02T02:00:00,23.4,G
77251,2024-05-02T03:00:00,23.6,G
77278,2024-05-02T04:00:00,23.6,G
77305,2024-05-02T05:00:00,23.6,G
77332,2024-05-02T06:00:00,23.6,G
77359,2024-05-02T07:00:00,23.6,G
77386,2024-05-02T08:00:00,23.7,G
77413,2024-05-02T09:00:00,23.9,G
77440,2024-05-02T10:00:00,24.3,G
77467,2024-05-02T11:00:00,24.6,G
77494,2024-05-02T12:00:00,24.6,G
77521,2024-05-02T13:00:00,24.6,G
77548,2024-05-02T14:00:00,24.7,G
77575,2024-05-02T15:00:00,24.8,G
77602,2024-05-02T16:00:00,24.8,G
77629,2024-05-02T17:00:00,24.8,G
77656,2024-05-02T18:00:00,24.8,G
77683,2024-05-02T19:00:00,24.8,G
77710,2024-05-02T20:00:00,24.8,G
77737,2024-05-02T21:00:00,24.8,G
77764,2024-05-02T22:00:00,24.8,G
77791,2024-05-02T23:00:00,24.8,G
77818,2024-05-03T00:00:00,24.8,G
77845,2024-05-03T01:00:00,23.1,G
77872,2024-05-03T02:00:00,23.1,G
77899,2024-05-03T03:00:00,23.1,G
77926,2024-05-03T04:00:00,23.1,G
77953,2024-05-03T05:00:00,23.1,G
77980,2024-05-03T06:00:00,23.1,G
78007,2024-05-03T07:00:00,23.1,G
78034,2024-05-03T08:00:00,23.3,G
78061,2024-05-03T09:00:00,23.4,G
78088,2024-05-03T10:00:00,23.5,G
78115,2024-05-03T11:00:00,23.5,G
78142,2024-05-03T12:00:00,23.6,G
78169,2024-05-03T13:00:00,23.7,G
78196,2024-05-03T14:00:00,23.9,G
78223,2024-05-03T15:00:00,24.0,G
78250,2024-05-03T16:00:00,24.0,G
78277,2024-05-03T17:00:00,24.0,G
78304,2024-05-03T18:00:00,24.0,G
78331,2024-05-03T19:00:00,24.0,G
78358,2024-05-03T20:00:00,24.0,G
78385,2024-05-03T21:00:00,24.0,G
78412,2024-05-03T22:00:00,24.0,G
78439,2024-05-03T23:00:00,24.0,G
78466,2024-05-04T00:00:00,24.0,G
78493,2024-05-04T01:00:00,23.9,G
78520,2024-05-04T02:00:00,24.0,G
78547,2024-05-04T03:00:00,24.1,G
78574,2024-05-04T04:00:00,24.1,G
78601,2024-05-04T05:00:00,24.1,G
78628,2024-05-04T06:00:00,24.1,G
78655,2024-05-04T07:00:00,24.1,G
78682,2024-05-04T08:00:00,24.1,G
78709,2024-05-04T09:00:00,24.1,G
78736,2024-05-04T10:00:00,24.1,G
78763,2024-05-04T11:00:00,24.1,G
78790,2024-05-04T12:00:00,24.1,G
78817,2024-05-04T13:00:00,24.1,G
78844,2024-05-04T14:00:00,24.2,G
78871,2024-05-04T15:00:00,24.6,G
78898,2024-05-04T16:00:00,24.8,G
78925,2024-05-04T17:00:00,24.8,G
78952,2024-05-04T18:00:00,24.8,G
78979,2024-05-04T19:00:00,24.8,G
79006,2024-05-04T20:00:00,24.8,G
79033,2024-05-04T21:00:00,24.8,G
79060,2024-05-04T22:00:00,24.8,G
79087,2024-05-04T23:00:00,24.8,G
79114,2024-05-05T00:00:00,24.7,G
79141,2024-05-05T01:00:00,22.0,G
79168,2024-05-05T02:00:00,22.3,G
79195,2024-05-05T03:00:00,22.4,G
79222,2024-05-05T04:00:00,22.4,G
79249,2024-05-05T05:00:00,22.5,G
79276,2024-05-05T06:00:00,22.7,G
79303,2024-05-05T07:00:00,22.9,G
79330,2024-05-05T08:00:00,23.0,G
79357,2024-05-05T09:00:00,23.8,G
79384,2024-05-05T10:00:00,25.7,G
79410,2024-05-05T11:00:00,26.8,G
79436,2024-05-05T12:00:00,27.3,G
79462,2024-05-05T13:00:00,27.3,G
79488,2024-05-05T14:00:00,27.6,G
79514,2024-05-05T15:00:00,28.3,G
79540,2024-05-05T16:00:00,28.9,G
79566,2024-05-05T17:00:00,29.1,G
79592,2024-05-05T18:00:00,29.1,G
79618,2024-05-05T19:00:00,29.1,G
79644,2024-05-05T20:00:00,29.1,G
79670,2024-05-05T21:00:00,29.1,G
79696,2024-05-05T22:00:00,29.1,G
79722,2024-05-05T23:00:00,29.1,G
79748,2024-05-06T00:00:00,29.0,G
79774,2024-05-06T01:00:00,24.5,G
79800,2024-05-06T02:00:00,24.5,G
79826,2024-05-06T03:00:00,24.5,G
79852,2024-05-06T04:00:00,24.5,G
79878,2024-05-06T05:00:00,24.5,G
79904,2024-05-06T06:00:00,24.5,G
79930,2024-05-06T07:00:00,24.5,G
79956,2024-05-06T08:00:00,25.4,G
79982,2024-05-06T09:00:00,27.3,G
80008,2024-05-06T10:00:00,28.4,G
80034,2024-05-06T11:00:00,29.1,G
80060,2024-05-06T12:00:00,29.2,G
80086,2024-05-06T13:00:00,29.6,G
80113,2024-05-06T14:00:00,30.4,G
80140,2024-05-06T15:00:00,31.1,G
80168,2024-05-06T16:00:00,31.3,G
80196,2024-05-06T17:00:00,31.3,G
80224,2024-05-06T18:00:00,31.3,G
80252,2024-05-06T19:00:00,31.3,G
80280,2024-05-06T20:00:00,31.3,G
80308,2024-05-06T21:00:00,31.3,G
80336,2024-05-06T22:00:00,31.3,G
80364,2024-05-06T23:00:00,31.3,G
80392,2024-05-07T00:00:00,31.2,G
80419,2024-05-07T01:00:00,26.9,G
80446,2024-05-07T02:00:00,26.9,G
80473,2024-05-07T03:00:00,26.9,G
80500,2024-05-07T04:00:00,26.9,G
80527,2024-05-07T05:00:00,26.9,G
80554,2024-05-07T06:00:00,26.9,G
80581,2024-05-07T07:00:00,26.9,G
80609,2024-05-07T08:00:00,26.9,G
80637,2024-05-07T09:00:00,27.4,G
80665,2024-05-07T10:00:00,28.5,G
80693,2024-05-07T11:00:00,29.5,G
80721,2024-05-07T12:00:00,31.1,G
80748,2024-05-07T13:00:00,31.3,G
80776,2024-05-07T14:00:00,31.4,G
80804,2024-05-07T15:00:00,31.4,G
80832,2024-05-07T16:00:00,31.4,G
80860,2024-05-07T17:00:00,31.4,G
80888,2024-05-07T18:00:00,31.4,G
80916,2024-05-07T19:00:00,31.4,G
80944,2024-05-07T20:00:00,31.4,G
80972,2024-05-07T21:00:00,31.4,G
81000,2024-05-07T22:00:00,31.4,G
81028,2024-05-07T23:00:00,31.4,G
81056,2024-05-08T00:00:00,31.3,G
81083,2024-05-08T01:00:00,24.6,G
81110,2024-05-08T02:00:00,24.6,G
81137,2024-05-08T03:00:00,24.6,G
81164,2024-05-08T04:00:00,24.6,G
81191,2024-05-08T05:00:00,24.6,G
81218,2024-05-08T06:00:00,24.6,G
81245,2024-05-08T07:00:00,24.6,G
81273,2024-05-08T08:00:00,25.0,G
81301,2024-05-08T09:00:00,25.7,G
81329,2024-05-08T10:00:00,26.2,G
81357,2024-05-08T11:00:00,26.9,G
81385,2024-05-08T12:00:00,27.7,G
81413,2024-05-08T13:00:00,27.7,G
81441,2024-05-08T14:00:00,28.8,G
81469,2024-05-08T15:00:00,29.3,G
81497,2024-05-08T16:00:00,29.3,G
81525,2024-05-08T17:00:00,29.3,G
81553,2024-05-08T18:00:00,29.3,G
81581,2024-05-08T19:00:00,29.3,G
81609,2024-05-08T20:00:00,29.3,G
81637,2024-05-08T21:00:00,29.3,G
81665,2024-05-08T22:00:00,29.3,G
81693,2024-05-08T23:00:00,29.3,G
81721,2024-05-09T00:00:00,29.2,G
81749,2024-05-09T01:00:00,25.2,G
81777,2024-05-09T02:00:00,25.2,G
81804,2024-05-09T03:00:00,25.2,G
81831,2024-05-09T04:00:00,25.2,G
81858,2024-05-09T05:00:00,25.2,G
81885,2024-05-09T06:00:00,25.2,G
81912,2024-05-09T07:00:00,25.2,G
81939,2024-05-09T08:00:00,25.2,G
81966,2024-05-09T09:00:00,25.2,G
81993,2024-05-09T10:00:00,25.3,G
82020,2024-05-09T11:00:00,25.3,G
82048,2024-05-09T12:00:00,25.6,G
82074,2024-05-09T13:00:00,25.9,G
82101,2024-05-09T14:00:00,26.8,G
82128,2024-05-09T15:00:00,27.1,G
82155,2024-05-09T16:00:00,27.1,G
82182,2024-05-09T17:00:00,27.1,G
82209,2024-05-09T18:00:00,27.1,G
82236,2024-05-09T19:00:00,27.1,G
82263,2024-05-09T20:00:00,27.1,G
82290,2024-05-09T21:00:00,27.1,G
82317,2024-05-09T22:00:00,27.1,G
82344,2024-05-09T23:00:00,27.1,G
82371,2024-05-10T00:00:00,27.1,G
82398,2024-05-10T01:00:00,24.4,G
82425,2024-05-10T02:00:00,24.4,G
82452,2024-05-10T03:00:00,24.4,G
82479,2024-05-10T04:00:00,24.4,G
82506,2024-05-10T05:00:00,24.4,G
82533,2024-05-10T06:00:00,24.4,G
82560,2024-05-10T07:00:00,24.4,G
82588,2024-05-10T08:00:00,24.4,G
82616,2024-05-10T09:00:00,24.4,G
82644,2024-05-10T10:00:00,24.4,G
82672,2024-05-10T11:00:00,24.4,G
82700,2024-05-10T12:00:00,24.4,G
82728,2024-05-10T13:00:00,24.7,G
82756,2024-05-10T14:00:00,25.1,G
82784,2024-05-10T15:00:00,25.4,G
82812,2024-05-10T16:00:00,25.5,G
82838,2024-05-10T17:00:00,25.5,G
82865,2024-05-10T18:00:00,25.5,G
82892,2024-05-10T19:00:00,25.5,G
82919,2024-05-10T20:00:00,25.5,G
82946,2024-05-10T21:00:00,25.5,G
82973,2024-05-10T22:00:00,25.5,G
83000,2024-05-10T23:00:00,25.5,G
83027,2024-05-11T00:00:00,25.5,G
83054,2024-05-11T01:00:00,24.2,G
83081,2024-05-11T02:00:00,24.2,G
83108,2024-05-11T03:00:00,24.2,G
83135,2024-05-11T04:00:00,24.2,G
83162,2024-05-11T05:00:00,24.2,G
83189,2024-05-11T06:00:00,24.2,G
83216,2024-05-11T07:00:00,24.3,G
83243,2024-05-11T08:00:00,24.6,G
83270,2024-05-11T09:00:00,25.4,G
83297,2024-05-11T10:00:00,27.0,G
83324,2024-05-11T11:00:00,28.3,G
83351,2024-05-11T12:00:00,28.5,G
83378,2024-05-11T13:00:00,29.4,G
83405,2024-05-11T14:00:00,29.5,G
83432,2024-05-11T15:00:00,29.7,G
83458,2024-05-11T16:00:00,29.7,G
83483,2024-05-11T17:00:00,29.7,G
83508,2024-05-11T18:00:00,29.7,G
83533,2024-05-11T19:00:00,29.7,G
83558,2024-05-11T20:00:00,29.7,G
83583,2024-05-11T21:00:00,29.7,G
83608,2024-05-11T22:00:00,29.7,G
83633,2024-05-11T23:00:00,29.7,G
83658,2024-05-12T00:00:00,29.6,G
83683,2024-05-12T01:00:00,25.6,G
83708,2024-05-12T02:00:00,25.7,G
83733,2024-05-12T03:00:00,25.7,G
83758,2024-05-12T04:00:00,25.7,G
83783,2024-05-12T05:00:00,25.7,G
83808,2024-05-12T06:00:00,25.7,G
83833,2024-05-12T07:00:00,25.7,G
83858,2024-05-12T08:00:00,26.2,G
83883,2024-05-12T09:00:00,27.0,G
83908,2024-05-12T10:00:00,27.8,G
83933,2024-05-12T11:00:00,28.9,G
83958,2024-05-12T12:00:00,29.7,G
83983,2024-05-12T13:00:00,29.8,G
84008,2024-05-12T14:00:00,29.9,G
84033,2024-05-12T15:00:00,29.9,G
84058,2024-05-12T16:00:00,29.9,G
84083,2024-05-12T17:00:00,29.9,G
84108,2024-05-12T18:00:00,29.9,G
84132,2024-05-12T19:00:00,29.9,G
84157,2024-05-12T20:00:00,29.9,G
84182,2024-05-12T21:00:00,29.9,G
84207,2024-05-12T22:00:00,29.9,G
84232,2024-05-12T23:00:00,29.9,G
84257,2024-05-13T00:00:00,29.8,G
84282,2024-05-13T01:00:00,25.0,G
84307,2024-05-13T02:00:00,25.1,G
84332,2024-05-13T03:00:00,25.1,G
84356,2024-05-13T04:00:00,25.1,G
84380,2024-05-13T05:00:00,25.1,G
84404,2024-05-13T06:00:00,25.3,G
84428,2024-05-13T07:00:00,25.5,G
84452,2024-05-13T08:00:00,25.7,G
84476,2024-05-13T09:00:00,26.8,G
84501,2024-05-13T10:00:00,27.4,G
84528,2024-05-13T11:00:00,28.4,G
84555,2024-05-13T12:00:00,28.7,G
84582,2024-05-13T13:00:00,29.7,G
84609,2024-05-13T14:00:00,30.0,G
84636,2024-05-13T15:00:00,30.0,G
84663,2024-05-13T16:00:00,30.0,G
84690,2024-05-13T17:00:00,30.0,G
84717,2024-05-13T18:00:00,30.0,G
84744,2024-05-13T19:00:00,30.0,G
84771,2024-05-13T20:00:00,30.0,G
84798,2024-05-13T21:00:00,30.0,G
84825,2024-05-13T22:00:00,30.0,G
84852,2024-05-13T23:00:00,30.0,G
84879,2024-05-14T00:00:00,29.9,G
84906,2024-05-14T01:00:00,22.9,G
84933,2024-05-14T02:00:00,22.9,G
84960,2024-05-14T03:00:00,22.9,G
84987,2024-05-14T04:00:00,22.9,G
85014,2024-05-14T05:00:00,22.9,G
85041,2024-05-14T06:00:00,22.9,G
85068,2024-05-14T07:00:00,22.9,G
85095,2024-05-14T08:00:00,23.5,G
85121,2024-05-14T09:00:00,24.1,G
85147,2024-05-14T10:00:00,24.8,G
85173,2024-05-14T11:00:00,25.7,G
85199,2024-05-14T12:00:00,26.5,G
85225,2024-05-14T13:00:00,27.3,G
85251,2024-05-14T14:00:00,27.8,G
85277,2024-05-14T15:00:00,28.7,G
85303,2024-05-14T16:00:00,28.8,G
85329,2024-05-14T17:00:00,28.8,G
85355,2024-05-14T18:00:00,28.8,G
85381,2024-05-14T19:00:00,28.8,G
85407,2024-05-14T20:00:00,28.8,G
85433,2024-05-14T21:00:00,28.8,G
85459,2024-05-14T22:00:00,28.8,G
85485,2024-05-14T23:00:00,28.8,G
85511,2024-05-15T00:00:00,28.7,G
85537,2024-05-15T01:00:00,23.4,G
85563,2024-05-15T02:00:00,23.4,G
85589,2024-05-15T03:00:00,23.4,G
85615,2024-05-15T04:00:00,23.4,G
85641,2024-05-15T05:00:00,23.4,G
85667,2024-05-15T06:00:00,23.4,G
85693,2024-05-15T07:00:00,23.4,G
85719,2024-05-15T08:00:00,23.8,G
85745,2024-05-15T09:00:00,25.0,G
85771,2024-05-15T10:00:00,25.9,G
85797,2024-05-15T11:00:00,27.1,G
85823,2024-05-15T12:00:00,28.3,G
85849,2024-05-15T13:00:00,29.2,G
85875,2024-05-15T14:00:00,29.8,G
85901,2024-05-15T15:00:00,29.8,G
85927,2024-05-15T16:00:00,29.8,G
85953,2024-05-15T17:00:00,29.8,G
85978,2024-05-15T18:00:00,29.8,G
86002,2024-05-15T19:00:00,29.8,G
86026,2024-05-15T20:00:00,29.8,G
86050,2024-05-15T21:00:00,29.8,G
86074,2024-05-15T22:00:00,29.8,G
86097,2024-05-15T23:00:00,29.8,G
86120,2024-05-16T00:00:00,29.7,G
86143,2024-05-16T01:00:00,24.4,G
86166,2024-05-16T02:00:00,25.0,G
86189,2024-05-16T03:00:00,25.1,G
