time,temp(c)
17.803347280334727,31.4082505457
17.89958158995816,31.3617339298
17.99581589958159,31.3160985278
18.09205020920502,31.2710954959
18.188284518828453,31.2265024876
18.284518828451883,31.1821047018
18.380753138075313,31.1376873381
18.476987447698747,31.0930355958
18.573221757322177,31.0479346743
18.669456066945607,31.0021697732
18.765690376569037,30.9555260919
18.86192468619247,30.9077888297
18.9581589958159,30.8587431862
19.05439330543933,30.8081961549
19.150627615062763,30.7563303766
19.246861924686193,30.7036453044
19.343096234309623,30.6506503116
19.439330543933053,30.5978547713
19.535564853556487,30.5457680565
19.631799163179917,30.4948995403
19.728033472803347,30.4457585959
19.82426778242678,30.3988545965
19.92050209205021,30.354696915
20.01673640167364,30.3137942102
20.11297071129707,30.2764382463
20.209205020920503,30.2423999377
20.305439330543933,30.211373621
