,obstime,Relative Humidity in %,qcscore
78846,2024-05-04T14:00:00,97.2,G
78873,2024-05-04T15:00:00,95.4,G
78900,2024-05-04T16:00:00,94.9,G
78927,2024-05-04T17:00:00,96.7,G
78954,2024-05-04T18:00:00,96.7,G
78981,2024-05-04T19:00:00,97.1,G
79008,2024-05-04T20:00:00,98.0,G
79035,2024-05-04T21:00:00,97.9,G
79062,2024-05-04T22:00:00,97.2,G
79089,2024-05-04T23:00:00,98.0,G
79116,2024-05-05T00:00:00,98.0,G
79143,2024-05-05T01:00:00,98.9,G
79170,2024-05-05T02:00:00,99.0,G
79197,2024-05-05T03:00:00,98.6,G
79224,2024-05-05T04:00:00,99.0,G
79251,2024-05-05T05:00:00,98.2,G
79278,2024-05-05T06:00:00,97.7,G
79305,2024-05-05T07:00:00,96.9,G
79332,2024-05-05T08:00:00,96.9,G
79359,2024-05-05T09:00:00,96.1,G
79386,2024-05-05T10:00:00,91.4,G
79412,2024-05-05T11:00:00,88.0,G
79438,2024-05-05T12:00:00,86.1,G
79464,2024-05-05T13:00:00,85.0,G
79490,2024-05-05T14:00:00,83.6,G
79516,2024-05-05T15:00:00,82.1,G
79542,2024-05-05T16:00:00,80.5,G
79568,2024-05-05T17:00:00,83.0,G
79594,2024-05-05T18:00:00,85.8,G
79620,2024-05-05T19:00:00,88.5,G
79646,2024-05-05T20:00:00,89.8,G
79672,2024-05-05T21:00:00,90.1,G
79698,2024-05-05T22:00:00,92.2,G
79724,2024-05-05T23:00:00,94.1,G
79750,2024-05-06T00:00:00,95.0,G
79776,2024-05-06T01:00:00,95.0,G
79802,2024-05-06T02:00:00,95.7,G
79828,2024-05-06T03:00:00,96.2,G
79854,2024-05-06T04:00:00,97.0,G
79880,2024-05-06T05:00:00,97.0,G
79906,2024-05-06T06:00:00,97.6,G
79932,2024-05-06T07:00:00,98.0,G
79958,2024-05-06T08:00:00,96.1,G
79984,2024-05-06T09:00:00,89.3,G
80010,2024-05-06T10:00:00,86.0,G
80036,2024-05-06T11:00:00,83.8,G
80062,2024-05-06T12:00:00,84.1,G
80088,2024-05-06T13:00:00,80.6,G
80115,2024-05-06T14:00:00,77.9,G
80142,2024-05-06T15:00:00,75.2,G
80170,2024-05-06T16:00:00,75.2,G
80198,2024-05-06T17:00:00,76.4,G
80226,2024-05-06T18:00:00,77.8,G
80254,2024-05-06T19:00:00,81.3,G
80282,2024-05-06T20:00:00,86.6,G
80310,2024-05-06T21:00:00,88.5,G
80338,2024-05-06T22:00:00,91.7,G
80366,2024-05-06T23:00:00,89.1,G
80394,2024-05-07T00:00:00,83.2,G
80421,2024-05-07T01:00:00,85.8,G
80448,2024-05-07T02:00:00,86.0,G
80475,2024-05-07T03:00:00,85.2,G
80502,2024-05-07T04:00:00,87.5,G
80529,2024-05-07T05:00:00,89.6,G
80556,2024-05-07T06:00:00,91.0,G
80583,2024-05-07T07:00:00,91.7,G
80611,2024-05-07T08:00:00,89.3,G
80639,2024-05-07T09:00:00,85.9,G
80667,2024-05-07T10:00:00,83.0,G
80695,2024-05-07T11:00:00,80.2,G
80723,2024-05-07T12:00:00,75.1,G
80750,2024-05-07T13:00:00,72.8,G
80778,2024-05-07T14:00:00,78.3,G
80806,2024-05-07T15:00:00,80.3,G
80834,2024-05-07T16:00:00,79.9,G
80862,2024-05-07T17:00:00,87.3,G
80890,2024-05-07T18:00:00,89.8,G
80918,2024-05-07T19:00:00,89.0,G
80946,2024-05-07T20:00:00,88.6,G
80974,2024-05-07T21:00:00,87.4,G
81002,2024-05-07T22:00:00,89.8,G
81030,2024-05-07T23:00:00,90.0,G
81058,2024-05-08T00:00:00,90.5,G
81085,2024-05-08T01:00:00,90.0,G
81112,2024-05-08T02:00:00,89.0,G
81139,2024-05-08T03:00:00,88.8,G
81166,2024-05-08T04:00:00,88.8,G
81193,2024-05-08T05:00:00,89.7,G
81220,2024-05-08T06:00:00,89.4,G
81247,2024-05-08T07:00:00,89.5,G
81275,2024-05-08T08:00:00,88.1,G
81303,2024-05-08T09:00:00,86.1,G
81331,2024-05-08T10:00:00,84.8,G
81359,2024-05-08T11:00:00,82.4,G
81387,2024-05-08T12:00:00,79.7,G
81415,2024-05-08T13:00:00,80.5,G
81443,2024-05-08T14:00:00,76.1,G
81471,2024-05-08T15:00:00,77.8,G
81499,2024-05-08T16:00:00,77.9,G
81527,2024-05-08T17:00:00,76.2,G
81555,2024-05-08T18:00:00,77.1,G
81583,2024-05-08T19:00:00,79.3,G
81611,2024-05-08T20:00:00,81.9,G
81639,2024-05-08T21:00:00,76.2,G
81667,2024-05-08T22:00:00,75.5,G
81695,2024-05-08T23:00:00,73.2,G
81723,2024-05-09T00:00:00,77.1,G
81751,2024-05-09T01:00:00,79.2,G
81779,2024-05-09T02:00:00,75.3,G
81806,2024-05-09T03:00:00,77.5,G
81833,2024-05-09T04:00:00,78.1,G
81860,2024-05-09T05:00:00,76.7,G
81887,2024-05-09T06:00:00,75.5,G
81914,2024-05-09T07:00:00,75.9,G
81941,2024-05-09T08:00:00,77.9,G
81968,2024-05-09T09:00:00,78.0,G
81995,2024-05-09T10:00:00,76.7,G
82022,2024-05-09T11:00:00,76.8,G
82050,2024-05-09T12:00:00,75.1,G
82076,2024-05-09T13:00:00,73.5,G
82103,2024-05-09T14:00:00,69.6,G
82130,2024-05-09T15:00:00,68.3,G
82157,2024-05-09T16:00:00,69.3,G
82184,2024-05-09T17:00:00,69.1,G
82211,2024-05-09T18:00:00,69.4,G
82238,2024-05-09T19:00:00,72.9,G
82265,2024-05-09T20:00:00,70.7,G
82292,2024-05-09T21:00:00,75.7,G
82319,2024-05-09T22:00:00,73.4,G
82346,2024-05-09T23:00:00,74.3,G
82373,2024-05-10T00:00:00,74.8,G
82400,2024-05-10T01:00:00,74.7,G
82427,2024-05-10T02:00:00,75.8,G
82454,2024-05-10T03:00:00,76.9,G
82481,2024-05-10T04:00:00,79.5,G
82508,2024-05-10T05:00:00,82.0,G
82535,2024-05-10T06:00:00,83.1,G
82562,2024-05-10T07:00:00,83.8,G
82590,2024-05-10T08:00:00,83.1,G
82618,2024-05-10T09:00:00,81.0,G
82646,2024-05-10T10:00:00,79.9,G
82674,2024-05-10T11:00:00,80.0,G
82702,2024-05-10T12:00:00,80.9,G
82730,2024-05-10T13:00:00,82.0,G
82758,2024-05-10T14:00:00,81.0,G
82786,2024-05-10T15:00:00,76.8,G
82814,2024-05-10T16:00:00,75.5,G
82840,2024-05-10T17:00:00,77.6,G
82867,2024-05-10T18:00:00,77.9,G
82894,2024-05-10T19:00:00,77.7,G
82921,2024-05-10T20:00:00,80.8,G
82948,2024-05-10T21:00:00,83.5,G
82975,2024-05-10T22:00:00,86.3,G
83002,2024-05-10T23:00:00,89.8,G
83029,2024-05-11T00:00:00,91.5,G
83056,2024-05-11T01:00:00,92.0,G
83083,2024-05-11T02:00:00,92.3,G
83110,2024-05-11T03:00:00,92.5,G
83137,2024-05-11T04:00:00,93.0,G
83164,2024-05-11T05:00:00,93.0,G
83191,2024-05-11T06:00:00,92.8,G
83218,2024-05-11T07:00:00,92.3,G
83245,2024-05-11T08:00:00,91.3,G
83272,2024-05-11T09:00:00,89.3,G
83299,2024-05-11T10:00:00,85.8,G
83326,2024-05-11T11:00:00,82.6,G
83353,2024-05-11T12:00:00,80.8,G
83380,2024-05-11T13:00:00,77.6,G
83407,2024-05-11T14:00:00,76.8,G
83434,2024-05-11T15:00:00,77.6,G
83460,2024-05-11T16:00:00,79.8,G
83485,2024-05-11T17:00:00,80.2,G
83510,2024-05-11T18:00:00,82.4,G
83535,2024-05-11T19:00:00,85.4,G
83560,2024-05-11T20:00:00,88.5,G
83585,2024-05-11T21:00:00,89.3,G
83610,2024-05-11T22:00:00,90.9,G
83635,2024-05-11T23:00:00,92.0,G
83660,2024-05-12T00:00:00,92.2,G
83685,2024-05-12T01:00:00,92.0,G
83710,2024-05-12T02:00:00,92.1,G
83735,2024-05-12T03:00:00,93.2,G
83760,2024-05-12T04:00:00,94.0,G
83785,2024-05-12T05:00:00,94.0,G
83810,2024-05-12T06:00:00,94.0,G
83835,2024-05-12T07:00:00,94.0,G
83860,2024-05-12T08:00:00,93.2,G
83885,2024-05-12T09:00:00,90.0,G
83910,2024-05-12T10:00:00,86.8,G
83935,2024-05-12T11:00:00,81.2,G
83960,2024-05-12T12:00:00,79.1,G
83985,2024-05-12T13:00:00,80.5,G
84010,2024-05-12T14:00:00,82.0,G
84035,2024-05-12T15:00:00,82.0,G
84060,2024-05-12T16:00:00,82.0,G
84085,2024-05-12T17:00:00,88.6,G
84110,2024-05-12T18:00:00,92.5,G
84134,2024-05-12T19:00:00,95.4,G
84159,2024-05-12T20:00:00,96.2,G
84184,2024-05-12T21:00:00,97.0,G
84209,2024-05-12T22:00:00,97.0,G
84234,2024-05-12T23:00:00,97.0,G
84259,2024-05-13T00:00:00,97.0,G
84284,2024-05-13T01:00:00,96.6,G
84309,2024-05-13T02:00:00,94.2,G
84334,2024-05-13T03:00:00,93.6,G
84358,2024-05-13T04:00:00,94.2,G
84382,2024-05-13T05:00:00,92.2,G
84406,2024-05-13T06:00:00,89.0,G
84430,2024-05-13T07:00:00,87.6,G
84454,2024-05-13T08:00:00,87.7,G
84478,2024-05-13T09:00:00,83.5,G
84503,2024-05-13T10:00:00,81.0,G
84530,2024-05-13T11:00:00,78.1,G
84557,2024-05-13T12:00:00,77.4,G
84584,2024-05-13T13:00:00,73.7,G
84611,2024-05-13T14:00:00,77.7,G
84638,2024-05-13T15:00:00,84.4,G
84665,2024-05-13T16:00:00,91.2,G
84692,2024-05-13T17:00:00,90.5,G
84719,2024-05-13T18:00:00,91.0,G
84746,2024-05-13T19:00:00,92.0,G
84773,2024-05-13T20:00:00,92.1,G
84800,2024-05-13T21:00:00,92.1,G
84827,2024-05-13T22:00:00,93.6,G
84854,2024-05-13T23:00:00,93.9,G
84881,2024-05-14T00:00:00,90.3,G
84908,2024-05-14T01:00:00,87.5,G
84935,2024-05-14T02:00:00,88.1,G
84962,2024-05-14T03:00:00,87.4,G
84989,2024-05-14T04:00:00,86.7,G
85016,2024-05-14T05:00:00,84.7,G
85043,2024-05-14T06:00:00,83.7,G
85070,2024-05-14T07:00:00,81.4,G
85097,2024-05-14T08:00:00,77.8,G
85123,2024-05-14T09:00:00,75.2,G
85149,2024-05-14T10:00:00,72.4,G
85175,2024-05-14T11:00:00,70.1,G
85201,2024-05-14T12:00:00,63.2,G
85227,2024-05-14T13:00:00,61.1,G
85253,2024-05-14T14:00:00,60.6,G
85279,2024-05-14T15:00:00,59.0,G
85305,2024-05-14T16:00:00,58.7,G
85331,2024-05-14T17:00:00,62.3,G
85357,2024-05-14T18:00:00,66.3,G
85383,2024-05-14T19:00:00,69.4,G
85409,2024-05-14T20:00:00,74.5,G
85435,2024-05-14T21:00:00,76.0,G
85461,2024-05-14T22:00:00,78.5,G
85487,2024-05-14T23:00:00,79.8,G
85513,2024-05-15T00:00:00,80.8,G
85539,2024-05-15T01:00:00,81.6,G
85565,2024-05-15T02:00:00,81.6,G
85591,2024-05-15T03:00:00,82.9,G
85617,2024-05-15T04:00:00,82.3,G
85643,2024-05-15T05:00:00,81.3,G
85669,2024-05-15T06:00:00,82.7,G
85695,2024-05-15T07:00:00,77.0,G
85721,2024-05-15T08:00:00,72.9,G
85747,2024-05-15T09:00:00,65.7,G
85773,2024-05-15T10:00:00,65.8,G
85799,2024-05-15T11:00:00,64.4,G
85825,2024-05-15T12:00:00,61.5,G
85851,2024-05-15T13:00:00,60.8,G
85877,2024-05-15T14:00:00,60.3,G
85903,2024-05-15T15:00:00,57.6,G
85929,2024-05-15T16:00:00,56.6,G
85955,2024-05-15T17:00:00,56.6,G
85980,2024-05-15T18:00:00,58.3,G
86004,2024-05-15T19:00:00,64.6,G
86028,2024-05-15T20:00:00,66.2,G
86052,2024-05-15T21:00:00,63.2,G
86076,2024-05-15T22:00:00,68.6,G
86099,2024-05-15T23:00:00,72.0,G
86122,2024-05-16T00:00:00,70.6,G
86145,2024-05-16T01:00:00,67.7,G
86168,2024-05-16T02:00:00,58.4,G
86191,2024-05-16T03:00:00,62.1,G
86214,2024-05-16T04:00:00,61.5,G
86237,2024-05-16T05:00:00,51.8,G
86261,2024-05-16T06:00:00,50.5,G
86285,2024-05-16T07:00:00,46.6,G
86310,2024-05-16T08:00:00,44.9,G
86335,2024-05-16T09:00:00,43.1,G
86360,2024-05-16T10:00:00,45.0,G
86385,2024-05-16T11:00:00,49.5,G
86410,2024-05-16T12:00:00,50.3,G
86435,2024-05-16T13:00:00,54.2,G
86461,2024-05-16T14:00:00,59.5,G
86487,2024-05-16T15:00:00,69.6,G
86513,2024-05-16T16:00:00,72.4,G
86539,2024-05-16T17:00:00,72.2,G
86565,2024-05-16T18:00:00,73.6,G
86590,2024-05-16T19:00:00,76.8,G
86615,2024-05-16T20:00:00,77.5,G
86640,2024-05-16T21:00:00,78.9,G
86666,2024-05-16T22:00:00,80.2,G
86692,2024-05-16T23:00:00,80.2,G
86718,2024-05-17T00:00:00,82.4,G
86744,2024-05-17T01:00:00,83.9,G
86770,2024-05-17T02:00:00,84.9,G
86796,2024-05-17T03:00:00,85.4,G
86822,2024-05-17T04:00:00,84.4,G
86848,2024-05-17T05:00:00,83.8,G
86874,2024-05-17T06:00:00,83.7,G
86899,2024-05-17T07:00:00,83.3,G
86924,2024-05-17T08:00:00,81.8,G
86949,2024-05-17T09:00:00,79.9,G
86974,2024-05-17T10:00:00,76.4,G
86999,2024-05-17T11:00:00,73.6,G
87024,2024-05-17T12:00:00,73.5,G
87049,2024-05-17T13:00:00,73.2,G
87074,2024-05-17T14:00:00,73.7,G
87099,2024-05-17T15:00:00,73.2,G
87124,2024-05-17T16:00:00,72.8,G
87150,2024-05-17T17:00:00,71.0,G
87176,2024-05-17T18:00:00,70.4,G
87202,2024-05-17T19:00:00,71.2,G
87228,2024-05-17T20:00:00,74.8,G
87253,2024-05-17T21:00:00,75.9,G
87278,2024-05-17T22:00:00,76.2,G
87303,2024-05-17T23:00:00,79.3,G
87328,2024-05-18T00:00:00,81.1,G
87353,2024-05-18T01:00:00,82.4,G
87378,2024-05-18T02:00:00,83.1,G
87403,2024-05-18T03:00:00,84.0,G
87428,2024-05-18T04:00:00,84.0,G
87453,2024-05-18T05:00:00,84.1,G
87478,2024-05-18T06:00:00,84.7,G
87503,2024-05-18T07:00:00,85.0,G
87528,2024-05-18T08:00:00,85.3,G
87553,2024-05-18T09:00:00,83.6,G
87578,2024-05-18T10:00:00,80.4,G
87603,2024-05-18T11:00:00,75.7,G
87628,2024-05-18T12:00:00,73.8,G
87653,2024-05-18T13:00:00,74.8,G
87678,2024-05-18T14:00:00,73.4,G
87703,2024-05-18T15:00:00,74.6,G
87728,2024-05-18T16:00:00,73.2,G
87753,2024-05-18T17:00:00,70.0,G
87778,2024-05-18T18:00:00,71.5,G
87803,2024-05-18T19:00:00,76.0,G
87828,2024-05-18T20:00:00,73.0,G
87853,2024-05-18T21:00:00,75.1,G
87878,2024-05-18T22:00:00,79.0,G
87903,2024-05-18T23:00:00,79.8,G
87928,2024-05-19T00:00:00,77.3,G
87953,2024-05-19T01:00:00,76.8,G
87978,2024-05-19T02:00:00,76.2,G
88003,2024-05-19T03:00:00,76.0,G
88028,2024-05-19T04:00:00,76.3,G
88053,2024-05-19T05:00:00,77.5,G
88078,2024-05-19T06:00:00,78.9,G
88103,2024-05-19T07:00:00,79.8,G
88127,2024-05-19T08:00:00,82.3,G
88151,2024-05-19T09:00:00,84.0,G
88175,2024-05-19T10:00:00,83.9,G
88199,2024-05-19T11:00:00,83.5,G
88223,2024-05-19T12:00:00,84.8,G
88247,2024-05-19T13:00:00,88.5,G
88271,2024-05-19T14:00:00,91.2,G
88295,2024-05-19T15:00:00,91.4,G
88319,2024-05-19T16:00:00,90.5,G
88343,2024-05-19T17:00:00,90.6,G
88367,2024-05-19T18:00:00,90.6,G
88391,2024-05-19T19:00:00,88.4,G
88415,2024-05-19T20:00:00,92.8,G
88439,2024-05-19T21:00:00,94.8,G
88463,2024-05-19T22:00:00,93.6,G
88487,2024-05-19T23:00:00,94.8,G
88511,2024-05-20T00:00:00,93.8,G
88535,2024-05-20T01:00:00,93.7,G
88558,2024-05-20T02:00:00,92.5,G
88581,2024-05-20T03:00:00,93.9,G
88604,2024-05-20T04:00:00,94.5,G
88627,2024-05-20T05:00:00,94.7,G
88650,2024-05-20T06:00:00,95.0,G
88673,2024-05-20T07:00:00,95.0,G
88696,2024-05-20T08:00:00,95.0,G
88719,2024-05-20T09:00:00,94.5,G
88742,2024-05-20T10:00:00,94.0,G
88764,2024-05-20T11:00:00,92.8,G
88787,2024-05-20T12:00:00,95.6,G
88810,2024-05-20T13:00:00,96.3,G
88833,2024-05-20T14:00:00,95.4,G
88856,2024-05-20T15:00:00,95.6,G
88879,2024-05-20T16:00:00,95.8,G
88902,2024-05-20T17:00:00,95.2,G
88925,2024-05-20T18:00:00,95.4,G
88948,2024-05-20T19:00:00,95.0,G
88971,2024-05-20T20:00:00,95.0,G
88994,2024-05-20T21:00:00,95.0,G
89017,2024-05-20T22:00:00,96.6,G
89040,2024-05-20T23:00:00,96.4,G
89063,2024-05-21T00:00:00,96.1,G
89086,2024-05-21T01:00:00,96.8,G
89109,2024-05-21T02:00:00,96.0,G
89132,2024-05-21T03:00:00,97.0,G
89155,2024-05-21T04:00:00,97.0,G
89178,2024-05-21T05:00:00,96.2,G
89201,2024-05-21T06:00:00,96.4,G
89224,2024-05-21T07:00:00,97.0,G
89247,2024-05-21T08:00:00,97.0,G
89270,2024-05-21T09:00:00,96.0,G
89292,2024-05-21T10:00:00,95.2,G
89314,2024-05-21T11:00:00,96.9,G
89336,2024-05-21T12:00:00,97.0,G
89358,2024-05-21T13:00:00,97.0,G
89381,2024-05-21T14:00:00,96.3,G
89404,2024-05-21T15:00:00,97.0,G
89427,2024-05-21T16:00:00,97.8,G
89450,2024-05-21T17:00:00,97.1,G
89473,2024-05-21T18:00:00,96.5,G
89496,2024-05-21T19:00:00,96.5,G
89519,2024-05-21T20:00:00,97.5,G
89542,2024-05-21T21:00:00,98.0,G
89565,2024-05-21T22:00:00,98.1,G
89588,2024-05-21T23:00:00,99.0,G
89611,2024-05-22T00:00:00,98.4,G
89634,2024-05-22T01:00:00,98.0,G
89657,2024-05-22T02:00:00,98.0,G
89680,2024-05-22T03:00:00,98.0,G
89703,2024-05-22T04:00:00,98.0,G
89726,2024-05-22T05:00:00,97.2,G
89749,2024-05-22T06:00:00,97.4,G
89772,2024-05-22T07:00:00,98.0,G
89795,2024-05-22T08:00:00,96.3,G
89817,2024-05-22T09:00:00,92.5,G
89839,2024-05-22T10:00:00,91.2,G
89861,2024-05-22T11:00:00,91.0,G
89883,2024-05-22T12:00:00,89.0,G
89905,2024-05-22T13:00:00,89.9,G
89927,2024-05-22T14:00:00,90.9,G
89949,2024-05-22T15:00:00,90.5,G
89972,2024-05-22T16:00:00,92.0,G
89995,2024-05-22T17:00:00,93.3,G
90019,2024-05-22T18:00:00,93.1,G
90043,2024-05-22T19:00:00,93.5,G
90067,2024-05-22T20:00:00,94.5,G
90091,2024-05-22T21:00:00,95.0,G
90115,2024-05-22T22:00:00,95.0,G
90139,2024-05-22T23:00:00,95.0,G
90163,2024-05-23T00:00:00,95.2,G
90187,2024-05-23T01:00:00,95.7,G
90211,2024-05-23T02:00:00,95.4,G
90235,2024-05-23T03:00:00,96.0,G
90259,2024-05-23T04:00:00,95.8,G
90283,2024-05-23T05:00:00,96.0,G
90307,2024-05-23T06:00:00,96.0,G
90331,2024-05-23T07:00:00,96.8,G
90355,2024-05-23T08:00:00,96.3,G
90379,2024-05-23T09:00:00,95.7,G
90403,2024-05-23T10:00:00,94.5,G
90427,2024-05-23T11:00:00,95.0,G
90450,2024-05-23T12:00:00,94.5,G
90473,2024-05-23T13:00:00,90.7,G
90496,2024-05-23T14:00:00,87.8,G
90519,2024-05-23T15:00:00,87.2,G
90542,2024-05-23T16:00:00,88.7,G
90565,2024-05-23T17:00:00,91.4,G
90588,2024-05-23T18:00:00,93.6,G
90611,2024-05-23T19:00:00,95.1,G
90634,2024-05-23T20:00:00,96.0,G
90657,2024-05-23T21:00:00,94.9,G
90680,2024-05-23T22:00:00,94.0,G
90703,2024-05-23T23:00:00,94.0,G
90726,2024-05-24T00:00:00,94.6,G
90749,2024-05-24T01:00:00,95.0,G
90771,2024-05-24T02:00:00,95.9,G
90792,2024-05-24T03:00:00,95.9,G
90813,2024-05-24T04:00:00,94.8,G
90834,2024-05-24T05:00:00,94.6,G
90855,2024-05-24T06:00:00,95.0,G
90876,2024-05-24T07:00:00,95.3,G
90897,2024-05-24T08:00:00,95.2,G
90919,2024-05-24T09:00:00,95.0,G
90942,2024-05-24T10:00:00,93.9,G
90965,2024-05-24T11:00:00,94.7,G
90988,2024-05-24T12:00:00,96.3,G
91011,2024-05-24T13:00:00,97.4,G
91035,2024-05-24T14:00:00,97.5,G
91059,2024-05-24T15:00:00,97.0,G
91083,2024-05-24T16:00:00,97.8,G
91107,2024-05-24T17:00:00,98.0,G
91131,2024-05-24T18:00:00,97.5,G
91155,2024-05-24T19:00:00,97.0,G
91179,2024-05-24T20:00:00,97.1,G
91203,2024-05-24T21:00:00,97.0,G
91227,2024-05-24T22:00:00,96.0,G
91251,2024-05-24T23:00:00,96.3,G
91275,2024-05-25T00:00:00,96.5,G
91299,2024-05-25T01:00:00,97.2,G
91323,2024-05-25T02:00:00,97.8,G
91347,2024-05-25T03:00:00,98.0,G
91371,2024-05-25T04:00:00,98.1,G
91395,2024-05-25T05:00:00,98.0,G
91419,2024-05-25T06:00:00,98.0,G
91443,2024-05-25T07:00:00,98.0,G
91467,2024-05-25T08:00:00,98.2,G
91491,2024-05-25T09:00:00,97.5,G
91515,2024-05-25T10:00:00,93.4,G
91539,2024-05-25T11:00:00,91.1,G
91563,2024-05-25T12:00:00,91.4,G
91587,2024-05-25T13:00:00,92.0,G
91611,2024-05-25T14:00:00,90.4,G
91635,2024-05-25T15:00:00,90.2,G
91659,2024-05-25T16:00:00,92.2,G
91683,2024-05-25T17:00:00,92.7,G
91707,2024-05-25T18:00:00,93.8,G
91731,2024-05-25T19:00:00,95.0,G
91755,2024-05-25T20:00:00,95.0,G
91779,2024-05-25T21:00:00,95.0,G
91803,2024-05-25T22:00:00,95.0,G
91827,2024-05-25T23:00:00,95.0,G
91851,2024-05-26T00:00:00,95.0,G
91875,2024-05-26T01:00:00,95.0,G
