,obstime,Relative Humidity in %,qcscore
102841,2024-06-14T06:00:00,96.0,G
102865,2024-06-14T07:00:00,96.2,G
102889,2024-06-14T08:00:00,96.5,G
102913,2024-06-14T09:00:00,95.4,G
102937,2024-06-14T10:00:00,96.3,G
102961,2024-06-14T11:00:00,97.9,G
102985,2024-06-14T12:00:00,98.5,G
103010,2024-06-14T13:00:00,98.9,G
103035,2024-06-14T14:00:00,98.1,G
103060,2024-06-14T15:00:00,98.0,G
103084,2024-06-14T16:00:00,97.8,G
103107,2024-06-14T17:00:00,97.5,G
103131,2024-06-14T18:00:00,97.5,G
103156,2024-06-14T19:00:00,95.5,G
103181,2024-06-14T20:00:00,95.9,G
103203,2024-06-14T21:00:00,96.0,G
103225,2024-06-14T22:00:00,96.0,G
103247,2024-06-14T23:00:00,96.0,G
103269,2024-06-15T00:00:00,96.0,G
103291,2024-06-15T01:00:00,96.0,G
103313,2024-06-15T02:00:00,96.0,G
103338,2024-06-15T03:00:00,96.9,G
103363,2024-06-15T04:00:00,96.0,G
103388,2024-06-15T05:00:00,96.0,G
103413,2024-06-15T06:00:00,96.0,G
103438,2024-06-15T07:00:00,96.0,G
103463,2024-06-15T08:00:00,95.8,G
103488,2024-06-15T09:00:00,97.6,G
103513,2024-06-15T10:00:00,97.2,G
103538,2024-06-15T11:00:00,97.0,G
103563,2024-06-15T12:00:00,96.7,G
103588,2024-06-15T13:00:00,98.2,G
103613,2024-06-15T14:00:00,99.4,G
103638,2024-06-15T15:00:00,99.7,G
103663,2024-06-15T16:00:00,97.0,G
103688,2024-06-15T17:00:00,97.5,G
103713,2024-06-15T18:00:00,99.2,G
103738,2024-06-15T19:00:00,97.8,G
103763,2024-06-15T20:00:00,98.4,G
103788,2024-06-15T21:00:00,99.0,G
103813,2024-06-15T22:00:00,98.3,G
103838,2024-06-15T23:00:00,98.4,G
103863,2024-06-16T00:00:00,99.0,G
103888,2024-06-16T01:00:00,98.9,G
103913,2024-06-16T02:00:00,97.0,G
103938,2024-06-16T03:00:00,94.4,G
103963,2024-06-16T04:00:00,94.5,G
103988,2024-06-16T05:00:00,95.0,G
104013,2024-06-16T06:00:00,95.4,G
104038,2024-06-16T07:00:00,96.2,G
104063,2024-06-16T08:00:00,96.4,G
104088,2024-06-16T09:00:00,97.2,G
104113,2024-06-16T10:00:00,98.8,G
104138,2024-06-16T11:00:00,98.8,G
104163,2024-06-16T12:00:00,97.9,G
104188,2024-06-16T13:00:00,96.6,G
104213,2024-06-16T14:00:00,97.1,G
104238,2024-06-16T15:00:00,96.8,G
104263,2024-06-16T16:00:00,96.0,G
104288,2024-06-16T17:00:00,96.0,G
104313,2024-06-16T18:00:00,96.4,G
104338,2024-06-16T19:00:00,97.0,G
104363,2024-06-16T20:00:00,96.2,G
104388,2024-06-16T21:00:00,96.1,G
104413,2024-06-16T22:00:00,96.8,G
104438,2024-06-16T23:00:00,96.2,G
104463,2024-06-17T00:00:00,95.0,G
104488,2024-06-17T01:00:00,95.0,G
104513,2024-06-17T02:00:00,94.7,G
104538,2024-06-17T03:00:00,93.2,G
104563,2024-06-17T04:00:00,92.5,G
104588,2024-06-17T05:00:00,93.0,G
104613,2024-06-17T06:00:00,94.2,G
104638,2024-06-17T07:00:00,96.2,G
104663,2024-06-17T08:00:00,97.1,G
104688,2024-06-17T09:00:00,96.1,G
104713,2024-06-17T10:00:00,93.0,G
104738,2024-06-17T11:00:00,91.0,G
104763,2024-06-17T12:00:00,89.5,G
104789,2024-06-17T13:00:00,89.1,G
104815,2024-06-17T14:00:00,88.1,G
104841,2024-06-17T15:00:00,88.2,G
104867,2024-06-17T16:00:00,89.3,G
104893,2024-06-17T17:00:00,89.4,G
104920,2024-06-17T18:00:00,88.3,G
104947,2024-06-17T19:00:00,89.5,G
104974,2024-06-17T20:00:00,90.2,G
105001,2024-06-17T21:00:00,90.7,G
105028,2024-06-17T22:00:00,89.4,G
105055,2024-06-17T23:00:00,88.8,G
105082,2024-06-18T00:00:00,88.5,G
105110,2024-06-18T01:00:00,89.9,G
105138,2024-06-18T02:00:00,90.2,G
105166,2024-06-18T03:00:00,92.6,G
105194,2024-06-18T04:00:00,93.0,G
105222,2024-06-18T05:00:00,93.0,G
105250,2024-06-18T06:00:00,92.4,G
105278,2024-06-18T07:00:00,93.2,G
105306,2024-06-18T08:00:00,95.7,G
105334,2024-06-18T09:00:00,94.7,G
105362,2024-06-18T10:00:00,90.1,G
105390,2024-06-18T11:00:00,89.7,G
105418,2024-06-18T12:00:00,94.3,G
105446,2024-06-18T13:00:00,93.2,G
105474,2024-06-18T14:00:00,89.0,G
105502,2024-06-18T15:00:00,89.4,G
105529,2024-06-18T16:00:00,91.1,G
105556,2024-06-18T17:00:00,91.8,G
105583,2024-06-18T18:00:00,93.8,G
105610,2024-06-18T19:00:00,93.2,G
105637,2024-06-18T20:00:00,93.0,G
105664,2024-06-18T21:00:00,92.5,G
105691,2024-06-18T22:00:00,91.5,G
105718,2024-06-18T23:00:00,91.4,G
105745,2024-06-19T00:00:00,92.4,G
105772,2024-06-19T01:00:00,92.1,G
105799,2024-06-19T02:00:00,91.5,G
105826,2024-06-19T03:00:00,91.1,G
105853,2024-06-19T04:00:00,90.4,G
105880,2024-06-19T05:00:00,92.3,G
105907,2024-06-19T06:00:00,93.9,G
105934,2024-06-19T07:00:00,96.1,G
105961,2024-06-19T08:00:00,95.8,G
105987,2024-06-19T09:00:00,91.5,G
106013,2024-06-19T10:00:00,88.8,G
106039,2024-06-19T11:00:00,86.9,G
106065,2024-06-19T12:00:00,85.1,G
106091,2024-06-19T13:00:00,84.3,G
106117,2024-06-19T14:00:00,84.2,G
106143,2024-06-19T15:00:00,86.5,G
106169,2024-06-19T16:00:00,84.8,G
106195,2024-06-19T17:00:00,83.9,G
106221,2024-06-19T18:00:00,84.7,G
106247,2024-06-19T19:00:00,83.6,G
106272,2024-06-19T20:00:00,86.2,G
106297,2024-06-19T21:00:00,87.0,G
106322,2024-06-19T22:00:00,87.2,G
106347,2024-06-19T23:00:00,88.9,G
106372,2024-06-20T00:00:00,91.6,G
106397,2024-06-20T01:00:00,95.6,G
106422,2024-06-20T02:00:00,95.6,G
106447,2024-06-20T03:00:00,95.4,G
106472,2024-06-20T04:00:00,95.6,G
106497,2024-06-20T05:00:00,94.7,G
106522,2024-06-20T06:00:00,96.0,G
106547,2024-06-20T07:00:00,96.5,G
106572,2024-06-20T08:00:00,94.2,G
106597,2024-06-20T09:00:00,89.8,G
106622,2024-06-20T10:00:00,85.1,G
106647,2024-06-20T11:00:00,80.8,G
106671,2024-06-20T12:00:00,82.0,G
106695,2024-06-20T13:00:00,83.5,G
106719,2024-06-20T14:00:00,82.6,G
106743,2024-06-20T15:00:00,80.9,G
106767,2024-06-20T16:00:00,77.9,G
106791,2024-06-20T17:00:00,81.2,G
106815,2024-06-20T18:00:00,82.8,G
106839,2024-06-20T19:00:00,84.7,G
106862,2024-06-20T20:00:00,85.9,G
106885,2024-06-20T21:00:00,87.8,G
106908,2024-06-20T22:00:00,87.4,G
106931,2024-06-20T23:00:00,88.6,G
106954,2024-06-21T00:00:00,89.4,G
106977,2024-06-21T01:00:00,90.0,G
107000,2024-06-21T02:00:00,90.3,G
107023,2024-06-21T03:00:00,90.9,G
107046,2024-06-21T04:00:00,91.6,G
107069,2024-06-21T05:00:00,91.5,G
107091,2024-06-21T06:00:00,93.0,G
107114,2024-06-21T07:00:00,93.0,G
107137,2024-06-21T08:00:00,91.9,G
107160,2024-06-21T09:00:00,86.9,G
107183,2024-06-21T10:00:00,80.8,M
107206,2024-06-21T11:00:00,81.7,M
107229,2024-06-21T12:00:00,79.5,G
107252,2024-06-21T13:00:00,79.2,G
107275,2024-06-21T14:00:00,76.9,G
107298,2024-06-21T15:00:00,75.5,G
107320,2024-06-21T16:00:00,77.9,G
107342,2024-06-21T17:00:00,79.0,G
107364,2024-06-21T18:00:00,80.2,G
107386,2024-06-21T19:00:00,82.9,G
107408,2024-06-21T20:00:00,84.9,G
107430,2024-06-21T21:00:00,86.3,G
107452,2024-06-21T22:00:00,86.5,G
107474,2024-06-21T23:00:00,88.0,G
107496,2024-06-22T00:00:00,88.8,G
107518,2024-06-22T01:00:00,89.2,G
107540,2024-06-22T02:00:00,89.5,G
107562,2024-06-22T03:00:00,88.8,G
107584,2024-06-22T04:00:00,88.6,G
107606,2024-06-22T05:00:00,90.2,G
107628,2024-06-22T06:00:00,90.8,G
107650,2024-06-22T07:00:00,90.2,G
107672,2024-06-22T08:00:00,88.7,G
107694,2024-06-22T09:00:00,85.5,G
107716,2024-06-22T10:00:00,84.7,G
107738,2024-06-22T11:00:00,83.3,G
107760,2024-06-22T12:00:00,77.0,G
107782,2024-06-22T13:00:00,77.9,G
107804,2024-06-22T14:00:00,76.7,G
107826,2024-06-22T15:00:00,76.2,G
107848,2024-06-22T16:00:00,75.8,G
107870,2024-06-22T17:00:00,76.5,G
107892,2024-06-22T18:00:00,78.8,G
107914,2024-06-22T19:00:00,83.6,G
107936,2024-06-22T20:00:00,83.9,G
107958,2024-06-22T21:00:00,85.1,G
107980,2024-06-22T22:00:00,87.7,G
108002,2024-06-22T23:00:00,88.4,G
108024,2024-06-23T00:00:00,87.9,G
108046,2024-06-23T01:00:00,87.7,G
108068,2024-06-23T02:00:00,90.9,G
108090,2024-06-23T03:00:00,92.5,G
108112,2024-06-23T04:00:00,91.8,G
108134,2024-06-23T05:00:00,92.4,G
108156,2024-06-23T06:00:00,94.8,G
108178,2024-06-23T07:00:00,96.9,G
108200,2024-06-23T08:00:00,93.9,G
108222,2024-06-23T09:00:00,87.2,G
108244,2024-06-23T10:00:00,83.0,G
108266,2024-06-23T11:00:00,83.3,G
108288,2024-06-23T12:00:00,76.9,G
108310,2024-06-23T13:00:00,76.3,G
108332,2024-06-23T14:00:00,75.8,G
108354,2024-06-23T15:00:00,75.0,G
108376,2024-06-23T16:00:00,73.7,G
108398,2024-06-23T17:00:00,74.7,G
108420,2024-06-23T18:00:00,79.0,G
108442,2024-06-23T19:00:00,84.0,G
108464,2024-06-23T20:00:00,87.3,G
108486,2024-06-23T21:00:00,92.8,G
108508,2024-06-23T22:00:00,93.0,G
108530,2024-06-23T23:00:00,92.3,G
108552,2024-06-24T00:00:00,92.2,G
108574,2024-06-24T01:00:00,93.6,G
108596,2024-06-24T02:00:00,93.0,G
108618,2024-06-24T03:00:00,93.2,G
108639,2024-06-24T04:00:00,93.9,G
108660,2024-06-24T05:00:00,93.8,G
108681,2024-06-24T06:00:00,92.8,G
108702,2024-06-24T07:00:00,92.8,G
108723,2024-06-24T08:00:00,91.5,G
108744,2024-06-24T09:00:00,88.9,G
108765,2024-06-24T10:00:00,84.3,G
108786,2024-06-24T11:00:00,82.6,G
108807,2024-06-24T12:00:00,82.5,G
108828,2024-06-24T13:00:00,82.7,G
108849,2024-06-24T14:00:00,80.1,G
108870,2024-06-24T15:00:00,77.7,G
108891,2024-06-24T16:00:00,76.3,G
108912,2024-06-24T17:00:00,78.2,G
108933,2024-06-24T18:00:00,78.6,G
108954,2024-06-24T19:00:00,80.4,G
108975,2024-06-24T20:00:00,84.4,G
108996,2024-06-24T21:00:00,86.4,G
109017,2024-06-24T22:00:00,87.6,G
109038,2024-06-24T23:00:00,87.5,G
109059,2024-06-25T00:00:00,88.2,G
109080,2024-06-25T01:00:00,89.8,G
109101,2024-06-25T02:00:00,90.2,G
109122,2024-06-25T03:00:00,89.7,G
109143,2024-06-25T04:00:00,89.2,G
109164,2024-06-25T05:00:00,90.0,G
109185,2024-06-25T06:00:00,89.5,G
109206,2024-06-25T07:00:00,94.0,G
109227,2024-06-25T08:00:00,95.0,G
109248,2024-06-25T09:00:00,93.9,G
109269,2024-06-25T10:00:00,88.3,G
109290,2024-06-25T11:00:00,80.0,G
109311,2024-06-25T12:00:00,80.0,G
109332,2024-06-25T13:00:00,81.7,G
109353,2024-06-25T14:00:00,78.3,G
109374,2024-06-25T15:00:00,77.5,G
109396,2024-06-25T16:00:00,79.0,G
109418,2024-06-25T17:00:00,82.8,G
109440,2024-06-25T18:00:00,82.5,G
109462,2024-06-25T19:00:00,84.7,G
109484,2024-06-25T20:00:00,88.3,G
109506,2024-06-25T21:00:00,90.5,G
109528,2024-06-25T22:00:00,94.8,G
109550,2024-06-25T23:00:00,95.5,G
109572,2024-06-26T00:00:00,94.0,G
109594,2024-06-26T01:00:00,91.6,G
109616,2024-06-26T02:00:00,92.6,G
109638,2024-06-26T03:00:00,90.9,G
109660,2024-06-26T04:00:00,92.1,G
109682,2024-06-26T05:00:00,93.2,G
109704,2024-06-26T06:00:00,92.7,G
109726,2024-06-26T07:00:00,93.0,G
109748,2024-06-26T08:00:00,92.1,G
109770,2024-06-26T09:00:00,88.8,G
109793,2024-06-26T10:00:00,83.0,G
109816,2024-06-26T11:00:00,81.5,G
109839,2024-06-26T12:00:00,78.0,G
109863,2024-06-26T13:00:00,77.3,G
109888,2024-06-26T14:00:00,77.3,G
109913,2024-06-26T15:00:00,77.1,G
109937,2024-06-26T16:00:00,76.5,G
109961,2024-06-26T17:00:00,78.3,G
109985,2024-06-26T18:00:00,79.5,G
110009,2024-06-26T19:00:00,81.8,G
110033,2024-06-26T20:00:00,85.0,G
110057,2024-06-26T21:00:00,87.4,G
110081,2024-06-26T22:00:00,89.2,G
110105,2024-06-26T23:00:00,90.2,G
110129,2024-06-27T00:00:00,91.0,G
110153,2024-06-27T01:00:00,91.1,G
110177,2024-06-27T02:00:00,91.7,G
110201,2024-06-27T03:00:00,91.3,G
110225,2024-06-27T04:00:00,92.6,M
122595,2024-07-20T00:00:00,92.2,M
122619,2024-07-20T01:00:00,93.1,G
122643,2024-07-20T02:00:00,90.3,G
122667,2024-07-20T03:00:00,88.2,G
122691,2024-07-20T04:00:00,88.6,G
122715,2024-07-20T05:00:00,88.7,G
122739,2024-07-20T06:00:00,90.9,G
122763,2024-07-20T07:00:00,91.5,G
122787,2024-07-20T08:00:00,93.2,G
122811,2024-07-20T09:00:00,89.3,G
122835,2024-07-20T10:00:00,88.5,G
122859,2024-07-20T11:00:00,92.8,G
122883,2024-07-20T12:00:00,92.2,G
122907,2024-07-20T13:00:00,91.2,G
122931,2024-07-20T14:00:00,84.9,G
122955,2024-07-20T15:00:00,83.6,G
122979,2024-07-20T16:00:00,86.0,G
123003,2024-07-20T17:00:00,84.8,G
123027,2024-07-20T18:00:00,88.0,G
123051,2024-07-20T19:00:00,91.5,G
123074,2024-07-20T20:00:00,92.7,G
123097,2024-07-20T21:00:00,91.6,G
123120,2024-07-20T22:00:00,89.9,G
123143,2024-07-20T23:00:00,89.5,G
123166,2024-07-21T00:00:00,88.5,G
123189,2024-07-21T01:00:00,89.5,G
123212,2024-07-21T02:00:00,94.6,G
123235,2024-07-21T03:00:00,93.9,G
123258,2024-07-21T04:00:00,92.8,G
123281,2024-07-21T05:00:00,90.3,G
123304,2024-07-21T06:00:00,89.4,G
123327,2024-07-21T07:00:00,89.0,G
123350,2024-07-21T08:00:00,87.8,G
123373,2024-07-21T09:00:00,85.0,G
123396,2024-07-21T10:00:00,87.0,G
123420,2024-07-21T11:00:00,84.8,G
123444,2024-07-21T12:00:00,85.3,G
123468,2024-07-21T13:00:00,83.1,G
123492,2024-07-21T14:00:00,84.7,G
123516,2024-07-21T15:00:00,85.5,G
123540,2024-07-21T16:00:00,84.1,G
123564,2024-07-21T17:00:00,84.3,G
123588,2024-07-21T18:00:00,85.9,G
123612,2024-07-21T19:00:00,87.1,G
123636,2024-07-21T20:00:00,87.4,G
123660,2024-07-21T21:00:00,87.9,G
123683,2024-07-21T22:00:00,87.3,G
123706,2024-07-21T23:00:00,92.1,G
123729,2024-07-22T00:00:00,91.1,G
123752,2024-07-22T01:00:00,91.8,G
123775,2024-07-22T02:00:00,91.8,G
123798,2024-07-22T03:00:00,92.0,G
123820,2024-07-22T04:00:00,92.6,G
123842,2024-07-22T05:00:00,90.0,G
123864,2024-07-22T06:00:00,91.3,G
123886,2024-07-22T07:00:00,91.9,G
123910,2024-07-22T08:00:00,90.9,G
123934,2024-07-22T09:00:00,88.9,G
123958,2024-07-22T10:00:00,84.5,G
123982,2024-07-22T11:00:00,81.2,G
124006,2024-07-22T12:00:00,79.3,G
124031,2024-07-22T13:00:00,76.1,G
124055,2024-07-22T14:00:00,77.3,G
124079,2024-07-22T15:00:00,77.2,M
124103,2024-07-22T16:00:00,77.4,M
124127,2024-07-22T17:00:00,76.6,M
124151,2024-07-22T18:00:00,81.4,M
124175,2024-07-22T19:00:00,82.8,G
124199,2024-07-22T20:00:00,86.5,G
124223,2024-07-22T21:00:00,86.5,G
124247,2024-07-22T22:00:00,87.8,G
124271,2024-07-22T23:00:00,87.3,G
124295,2024-07-23T00:00:00,88.6,M
124319,2024-07-23T01:00:00,89.4,M
124481,2024-07-23T08:00:00,91.3,M
124505,2024-07-23T09:00:00,88.0,M
124529,2024-07-23T10:00:00,82.0,M
124553,2024-07-23T11:00:00,73.5,G
124577,2024-07-23T12:00:00,69.4,G
124601,2024-07-23T13:00:00,71.7,G
124625,2024-07-23T14:00:00,74.6,M
124695,2024-07-23T17:00:00,84.0,M
124719,2024-07-23T18:00:00,85.3,G
124743,2024-07-23T19:00:00,88.1,G
124767,2024-07-23T20:00:00,89.7,G
124791,2024-07-23T21:00:00,90.1,G
124815,2024-07-23T22:00:00,91.4,G
124839,2024-07-23T23:00:00,91.6,G
124864,2024-07-24T00:00:00,91.2,G
124889,2024-07-24T01:00:00,91.5,G
124914,2024-07-24T02:00:00,92.0,G
124939,2024-07-24T03:00:00,91.2,G
124964,2024-07-24T04:00:00,91.0,M
124989,2024-07-24T05:00:00,91.0,G
125014,2024-07-24T06:00:00,89.8,G
125039,2024-07-24T07:00:00,89.8,G
125064,2024-07-24T08:00:00,88.4,G
125089,2024-07-24T09:00:00,86.7,G
125114,2024-07-24T10:00:00,85.2,G
125139,2024-07-24T11:00:00,83.8,G
125164,2024-07-24T12:00:00,79.6,M
125189,2024-07-24T13:00:00,74.7,M
125214,2024-07-24T14:00:00,76.8,G
125239,2024-07-24T15:00:00,75.1,G
125264,2024-07-24T16:00:00,76.6,G
125289,2024-07-24T17:00:00,77.6,G
125314,2024-07-24T18:00:00,80.7,G
125338,2024-07-24T19:00:00,88.1,G
125362,2024-07-24T20:00:00,90.9,M
128079,2024-07-29T18:00:00,93.0,G
128103,2024-07-29T19:00:00,93.5,G
128126,2024-07-29T20:00:00,93.2,G
128149,2024-07-29T21:00:00,93.6,G
128172,2024-07-29T22:00:00,93.2,G
128195,2024-07-29T23:00:00,93.6,G
128218,2024-07-30T00:00:00,93.7,G
128241,2024-07-30T01:00:00,95.8,G
128264,2024-07-30T02:00:00,96.3,G
128287,2024-07-30T03:00:00,97.0,G
128310,2024-07-30T04:00:00,97.8,G
128333,2024-07-30T05:00:00,95.2,G
128356,2024-07-30T06:00:00,94.9,G
128379,2024-07-30T07:00:00,95.2,G
128402,2024-07-30T08:00:00,94.5,G
128426,2024-07-30T09:00:00,92.7,G
128450,2024-07-30T10:00:00,89.0,G
128474,2024-07-30T11:00:00,85.1,G
128498,2024-07-30T12:00:00,81.8,G
128522,2024-07-30T13:00:00,88.5,G
128546,2024-07-30T14:00:00,92.5,G
128570,2024-07-30T15:00:00,89.9,G
128594,2024-07-30T16:00:00,92.8,G
128618,2024-07-30T17:00:00,91.4,G
128642,2024-07-30T18:00:00,91.9,G
128666,2024-07-30T19:00:00,92.0,G
128690,2024-07-30T20:00:00,93.9,G
128714,2024-07-30T21:00:00,94.1,G
128738,2024-07-30T22:00:00,95.7,G
128762,2024-07-30T23:00:00,96.5,G
128786,2024-07-31T00:00:00,96.9,G
128810,2024-07-31T01:00:00,96.8,G
128830,2024-07-31T02:00:00,96.1,G
128850,2024-07-31T03:00:00,97.5,G
128870,2024-07-31T04:00:00,98.0,G
128890,2024-07-31T05:00:00,98.4,G
128908,2024-07-31T06:00:00,98.7,G
128926,2024-07-31T07:00:00,98.7,G
128944,2024-07-31T08:00:00,98.3,G
128962,2024-07-31T09:00:00,98.7,G
128980,2024-07-31T10:00:00,99.1,G
128998,2024-07-31T11:00:00,99.8,G
129016,2024-07-31T12:00:00,99.0,G
129034,2024-07-31T13:00:00,98.2,G
129052,2024-07-31T14:00:00,95.6,G
129195,2024-07-31T22:00:00,94.5,G
129214,2024-07-31T23:00:00,95.0,G
129233,2024-08-01T00:00:00,95.0,M
133772,2024-08-11T23:00:00,94.3,G
133786,2024-08-12T00:00:00,93.3,G
133800,2024-08-12T01:00:00,93.5,G
133815,2024-08-12T02:00:00,93.7,G
133830,2024-08-12T03:00:00,93.7,G
133845,2024-08-12T04:00:00,94.4,G
133861,2024-08-12T05:00:00,95.0,G
133877,2024-08-12T06:00:00,95.0,G
133893,2024-08-12T07:00:00,95.0,G
133909,2024-08-12T08:00:00,92.0,G
133925,2024-08-12T09:00:00,94.5,G
133942,2024-08-12T10:00:00,94.4,G
133959,2024-08-12T11:00:00,95.2,G
133976,2024-08-12T12:00:00,91.7,G
133993,2024-08-12T13:00:00,85.4,G
134010,2024-08-12T14:00:00,84.5,G
134027,2024-08-12T15:00:00,80.7,G
134044,2024-08-12T16:00:00,78.8,G
134061,2024-08-12T17:00:00,80.8,G
134079,2024-08-12T18:00:00,87.4,G
134097,2024-08-12T19:00:00,91.0,G
134115,2024-08-12T20:00:00,92.2,G
134133,2024-08-12T21:00:00,92.7,G
134151,2024-08-12T22:00:00,90.5,G
134169,2024-08-12T23:00:00,90.5,G
134187,2024-08-13T00:00:00,90.0,G
134205,2024-08-13T01:00:00,91.1,G
134223,2024-08-13T02:00:00,93.4,G
134241,2024-08-13T03:00:00,94.1,G
134259,2024-08-13T04:00:00,94.0,G
134277,2024-08-13T05:00:00,95.4,G
134295,2024-08-13T06:00:00,97.5,G
134313,2024-08-13T07:00:00,98.0,G
134331,2024-08-13T08:00:00,97.7,G
134349,2024-08-13T09:00:00,89.5,G
134367,2024-08-13T10:00:00,83.3,G
134385,2024-08-13T11:00:00,83.7,G
134403,2024-08-13T12:00:00,83.2,G
134422,2024-08-13T13:00:00,82.3,G
134441,2024-08-13T14:00:00,80.6,G
134460,2024-08-13T15:00:00,80.5,G
134479,2024-08-13T16:00:00,88.6,G
134498,2024-08-13T17:00:00,91.3,G
134517,2024-08-13T18:00:00,89.6,G
134536,2024-08-13T19:00:00,89.5,G
134555,2024-08-13T20:00:00,91.1,G
134574,2024-08-13T21:00:00,91.4,G
134593,2024-08-13T22:00:00,92.5,G
134612,2024-08-13T23:00:00,93.0,G
134631,2024-08-14T00:00:00,93.6,G
134650,2024-08-14T01:00:00,94.0,G
134669,2024-08-14T02:00:00,94.5,G
134688,2024-08-14T03:00:00,94.7,G
134707,2024-08-14T04:00:00,94.1,G
134725,2024-08-14T05:00:00,94.9,G
134743,2024-08-14T06:00:00,95.1,G
134761,2024-08-14T07:00:00,93.6,G
134779,2024-08-14T08:00:00,91.8,G
134797,2024-08-14T09:00:00,92.2,G
134815,2024-08-14T10:00:00,90.0,G
134833,2024-08-14T11:00:00,88.5,G
134851,2024-08-14T12:00:00,88.6,G
134869,2024-08-14T13:00:00,89.4,G
134887,2024-08-14T14:00:00,86.3,G
134905,2024-08-14T15:00:00,84.3,G
134924,2024-08-14T16:00:00,85.6,G
134943,2024-08-14T17:00:00,88.2,G
134962,2024-08-14T18:00:00,88.0,G
134979,2024-08-14T19:00:00,87.6,G
134996,2024-08-14T20:00:00,90.0,G
135013,2024-08-14T21:00:00,91.6,G
135030,2024-08-14T22:00:00,92.0,G
135048,2024-08-14T23:00:00,92.8,G
135066,2024-08-15T00:00:00,93.0,G
135084,2024-08-15T01:00:00,92.9,G
135102,2024-08-15T02:00:00,93.0,G
135119,2024-08-15T03:00:00,92.9,G
135136,2024-08-15T04:00:00,93.7,G
135153,2024-08-15T05:00:00,94.0,G
135170,2024-08-15T06:00:00,94.0,G
135187,2024-08-15T07:00:00,93.4,G
135204,2024-08-15T08:00:00,92.7,G
135221,2024-08-15T09:00:00,89.5,G
135238,2024-08-15T10:00:00,88.7,G
135257,2024-08-15T11:00:00,90.4,G
135276,2024-08-15T12:00:00,96.2,G
135295,2024-08-15T13:00:00,96.7,G
135314,2024-08-15T14:00:00,96.0,G
135333,2024-08-15T15:00:00,95.8,G
135353,2024-08-15T16:00:00,96.0,G
135373,2024-08-15T17:00:00,97.0,G
135393,2024-08-15T18:00:00,96.7,G
135411,2024-08-15T19:00:00,94.0,G
135429,2024-08-15T20:00:00,91.6,G
135447,2024-08-15T21:00:00,94.0,G
135465,2024-08-15T22:00:00,95.0,G
135483,2024-08-15T23:00:00,94.7,G
135502,2024-08-16T00:00:00,95.0,G
135520,2024-08-16T01:00:00,96.0,G
135538,2024-08-16T02:00:00,95.1,G
135556,2024-08-16T03:00:00,95.9,G
135574,2024-08-16T04:00:00,96.4,G
135592,2024-08-16T05:00:00,97.0,G
135610,2024-08-16T06:00:00,96.4,G
135629,2024-08-16T07:00:00,95.5,G
135648,2024-08-16T08:00:00,93.8,G
135667,2024-08-16T09:00:00,91.0,G
135686,2024-08-16T10:00:00,85.1,G
135705,2024-08-16T11:00:00,82.1,G
135724,2024-08-16T12:00:00,81.0,G
135743,2024-08-16T13:00:00,86.5,G
135762,2024-08-16T14:00:00,89.9,G
135781,2024-08-16T15:00:00,90.5,G
135800,2024-08-16T16:00:00,92.3,G
135819,2024-08-16T17:00:00,90.5,G
135838,2024-08-16T18:00:00,90.3,G
135857,2024-08-16T19:00:00,92.2,G
135876,2024-08-16T20:00:00,94.1,G
135894,2024-08-16T21:00:00,92.5,G
135912,2024-08-16T22:00:00,93.8,G
135931,2024-08-16T23:00:00,94.0,G
135950,2024-08-17T00:00:00,93.2,G
135969,2024-08-17T01:00:00,95.0,G
135988,2024-08-17T02:00:00,96.6,G
136007,2024-08-17T03:00:00,97.8,G
136026,2024-08-17T04:00:00,97.2,G
136045,2024-08-17T05:00:00,97.0,G
136063,2024-08-17T06:00:00,96.7,G
136081,2024-08-17T07:00:00,97.9,G
136099,2024-08-17T08:00:00,99.0,G
136117,2024-08-17T09:00:00,99.0,G
136135,2024-08-17T10:00:00,99.1,G
136152,2024-08-17T11:00:00,99.4,G
136169,2024-08-17T12:00:00,100.0,G
136187,2024-08-17T13:00:00,99.2,G
136205,2024-08-17T14:00:00,97.7,G
136223,2024-08-17T15:00:00,94.8,G
136241,2024-08-17T16:00:00,92.9,G
136258,2024-08-17T17:00:00,91.8,G
136275,2024-08-17T18:00:00,92.2,G
136292,2024-08-17T19:00:00,93.5,G
136309,2024-08-17T20:00:00,94.7,M
136326,2024-08-17T21:00:00,94.9,G
136343,2024-08-17T22:00:00,96.0,G
136360,2024-08-17T23:00:00,97.8,G
136377,2024-08-18T00:00:00,98.0,G
136394,2024-08-18T01:00:00,98.0,G
136411,2024-08-18T02:00:00,98.0,G
136428,2024-08-18T03:00:00,98.0,G
136445,2024-08-18T04:00:00,98.0,G
136463,2024-08-18T05:00:00,98.4,G
136481,2024-08-18T06:00:00,99.0,G
136499,2024-08-18T07:00:00,99.2,G
136517,2024-08-18T08:00:00,99.2,G
136535,2024-08-18T09:00:00,99.2,G
136553,2024-08-18T10:00:00,99.0,G
136571,2024-08-18T11:00:00,98.7,G
136589,2024-08-18T12:00:00,98.0,G
136607,2024-08-18T13:00:00,97.4,G
136626,2024-08-18T14:00:00,97.0,G
136645,2024-08-18T15:00:00,96.6,G
136664,2024-08-18T16:00:00,94.5,G
136683,2024-08-18T17:00:00,92.4,G
136702,2024-08-18T18:00:00,93.4,G
136721,2024-08-18T19:00:00,93.5,G
136740,2024-08-18T20:00:00,93.8,G
136759,2024-08-18T21:00:00,95.5,G
