time,temp(c)
17.803347280334727,19.5113915212
17.89958158995816,19.4611958196
17.99581589958159,19.411063709
18.09205020920502,19.3612101382
18.188284518828453,19.3118285023
18.284518828451883,19.2631060586
18.380753138075313,19.2152300641
18.476987447698747,19.1683877759
18.573221757322177,19.1227664508
18.669456066945607,19.0785533459
18.765690376569037,19.0359357182
18.86192468619247,18.9951008247
18.9581589958159,18.9562359222
19.05439330543933,18.9195197644
19.150627615062763,18.8849845348
19.246861924686193,18.8525388041
19.343096234309623,18.8220872719
19.439330543933053,18.7935346381
19.535564853556487,18.7667856026
19.631799163179917,18.7417448653
19.728033472803347,18.718317126
19.82426778242678,18.6964070845
19.92050209205021,18.6759194406
20.01673640167364,18.6567588614
20.11297071129707,18.6388200237
20.209205020920503,18.6219736137
