,obstime,Past 60-Minutes Rainfall in mm,qcscore
15,2024-01-01T00:00:00,0.0,G
39,2024-01-01T01:00:00,0.0,G
63,2024-01-01T02:00:00,0.0,G
87,2024-01-01T03:00:00,0.0,G
111,2024-01-01T04:00:00,0.0,G
135,2024-01-01T05:00:00,0.0,G
159,2024-01-01T06:00:00,0.0,G
183,2024-01-01T07:00:00,0.0,G
207,2024-01-01T08:00:00,0.0,G
231,2024-01-01T09:00:00,0.0,G
255,2024-01-01T10:00:00,0.0,G
279,2024-01-01T11:00:00,0.0,G
303,2024-01-01T12:00:00,0.0,G
327,2024-01-01T13:00:00,0.0,G
351,2024-01-01T14:00:00,0.0,G
375,2024-01-01T15:00:00,0.0,G
399,2024-01-01T16:00:00,0.0,G
422,2024-01-01T17:00:00,0.0,G
445,2024-01-01T18:00:00,0.0,G
468,2024-01-01T19:00:00,0.0,G
491,2024-01-01T20:00:00,0.0,G
514,2024-01-01T21:00:00,0.0,G
536,2024-01-01T22:00:00,0.0,G
558,2024-01-01T23:00:00,0.0,G
580,2024-01-02T00:00:00,0.0,G
602,2024-01-02T01:00:00,0.0,G
624,2024-01-02T02:00:00,0.0,G
646,2024-01-02T03:00:00,0.0,G
668,2024-01-02T04:00:00,0.0,G
690,2024-01-02T05:00:00,0.0,G
712,2024-01-02T06:00:00,0.0,G
734,2024-01-02T07:00:00,0.0,G
757,2024-01-02T08:00:00,0.0,G
781,2024-01-02T09:00:00,0.0,G
805,2024-01-02T10:00:00,0.0,G
828,2024-01-02T11:00:00,0.0,G
851,2024-01-02T12:00:00,0.0,G
873,2024-01-02T13:00:00,0.0,G
895,2024-01-02T14:00:00,0.0,G
918,2024-01-02T15:00:00,0.0,G
941,2024-01-02T16:00:00,0.0,G
964,2024-01-02T17:00:00,0.0,G
987,2024-01-02T18:00:00,0.0,G
1010,2024-01-02T19:00:00,0.0,G
1033,2024-01-02T20:00:00,0.0,G
1056,2024-01-02T21:00:00,0.0,G
1079,2024-01-02T22:00:00,0.0,G
1102,2024-01-02T23:00:00,0.0,G
1125,2024-01-03T00:00:00,0.0,G
1148,2024-01-03T01:00:00,0.0,G
1171,2024-01-03T02:00:00,0.0,G
1194,2024-01-03T03:00:00,0.0,G
1217,2024-01-03T04:00:00,0.0,G
1240,2024-01-03T05:00:00,0.0,G
1263,2024-01-03T06:00:00,0.0,G
1286,2024-01-03T07:00:00,0.0,G
1309,2024-01-03T08:00:00,0.0,G
1332,2024-01-03T09:00:00,0.0,G
1356,2024-01-03T10:00:00,0.0,G
1380,2024-01-03T11:00:00,0.0,G
1404,2024-01-03T12:00:00,0.0,G
1428,2024-01-03T13:00:00,0.0,G
1452,2024-01-03T14:00:00,0.0,G
1476,2024-01-03T15:00:00,0.0,G
1500,2024-01-03T16:00:00,0.0,G
1524,2024-01-03T17:00:00,0.0,G
1548,2024-01-03T18:00:00,0.0,G
1572,2024-01-03T19:00:00,0.0,G
1596,2024-01-03T20:00:00,0.0,G
1620,2024-01-03T21:00:00,0.0,G
1644,2024-01-03T22:00:00,0.0,G
1668,2024-01-03T23:00:00,0.0,G
1692,2024-01-04T00:00:00,0.0,G
1716,2024-01-04T01:00:00,0.0,G
1740,2024-01-04T02:00:00,0.0,G
1764,2024-01-04T03:00:00,0.0,G
1788,2024-01-04T04:00:00,0.0,G
1812,2024-01-04T05:00:00,0.0,G
1836,2024-01-04T06:00:00,0.0,G
1861,2024-01-04T07:00:00,0.0,G
1886,2024-01-04T08:00:00,0.0,G
1911,2024-01-04T09:00:00,0.0,G
1936,2024-01-04T10:00:00,0.0,G
1960,2024-01-04T11:00:00,0.0,G
1984,2024-01-04T12:00:00,0.0,G
2008,2024-01-04T13:00:00,0.0,G
2031,2024-01-04T14:00:00,0.0,G
2055,2024-01-04T15:00:00,0.0,G
2079,2024-01-04T16:00:00,0.0,G
2103,2024-01-04T17:00:00,0.0,G
2127,2024-01-04T18:00:00,0.0,G
2151,2024-01-04T19:00:00,0.0,G
2175,2024-01-04T20:00:00,0.0,G
2199,2024-01-04T21:00:00,0.0,G
2223,2024-01-04T22:00:00,0.0,G
2248,2024-01-04T23:00:00,0.0,G
2273,2024-01-05T00:00:00,0.0,G
2297,2024-01-05T01:00:00,0.0,G
2321,2024-01-05T02:00:00,0.0,G
2345,2024-01-05T03:00:00,0.0,G
2369,2024-01-05T04:00:00,0.0,G
2393,2024-01-05T05:00:00,0.0,G
2417,2024-01-05T06:00:00,0.0,G
2441,2024-01-05T07:00:00,0.0,G
2465,2024-01-05T08:00:00,0.0,G
2489,2024-01-05T09:00:00,0.0,G
2513,2024-01-05T10:00:00,0.0,G
2538,2024-01-05T11:00:00,0.0,G
2563,2024-01-05T12:00:00,0.0,G
2588,2024-01-05T13:00:00,0.0,G
2613,2024-01-05T14:00:00,0.0,G
2638,2024-01-05T15:00:00,0.0,G
2663,2024-01-05T16:00:00,0.0,G
2688,2024-01-05T17:00:00,0.0,G
2713,2024-01-05T18:00:00,0.0,G
2738,2024-01-05T19:00:00,0.0,G
2763,2024-01-05T20:00:00,0.0,G
2788,2024-01-05T21:00:00,0.0,G
2813,2024-01-05T22:00:00,0.0,G
2838,2024-01-05T23:00:00,0.0,M
2887,2024-01-06T01:00:00,0.0,M
2912,2024-01-06T02:00:00,0.0,G
2937,2024-01-06T03:00:00,0.0,G
2961,2024-01-06T04:00:00,0.0,G
2985,2024-01-06T05:00:00,0.0,G
3009,2024-01-06T06:00:00,0.0,G
3033,2024-01-06T07:00:00,0.0,G
3058,2024-01-06T08:00:00,0.0,G
3083,2024-01-06T09:00:00,0.0,G
3108,2024-01-06T10:00:00,0.0,G
3133,2024-01-06T11:00:00,0.0,G
3158,2024-01-06T12:00:00,0.0,G
3183,2024-01-06T13:00:00,0.0,G
3208,2024-01-06T14:00:00,0.0,G
3233,2024-01-06T15:00:00,0.0,G
3257,2024-01-06T16:00:00,0.0,G
3282,2024-01-06T17:00:00,0.0,G
3307,2024-01-06T18:00:00,0.0,G
3332,2024-01-06T19:00:00,0.0,G
3357,2024-01-06T20:00:00,0.0,G
3382,2024-01-06T21:00:00,0.0,G
3407,2024-01-06T22:00:00,0.0,G
3432,2024-01-06T23:00:00,0.0,G
3457,2024-01-07T00:00:00,0.0,G
3482,2024-01-07T01:00:00,0.0,G
3507,2024-01-07T02:00:00,0.0,G
3532,2024-01-07T03:00:00,0.0,G
3557,2024-01-07T04:00:00,0.0,G
3582,2024-01-07T05:00:00,0.0,G
3606,2024-01-07T06:00:00,0.0,G
3630,2024-01-07T07:00:00,0.0,G
3654,2024-01-07T08:00:00,0.0,G
3678,2024-01-07T09:00:00,0.0,G
3702,2024-01-07T10:00:00,0.0,G
3726,2024-01-07T11:00:00,0.0,G
3750,2024-01-07T12:00:00,0.0,G
3774,2024-01-07T13:00:00,0.0,G
3798,2024-01-07T14:00:00,0.0,G
3822,2024-01-07T15:00:00,0.0,G
3846,2024-01-07T16:00:00,0.0,G
3870,2024-01-07T17:00:00,0.0,G
3894,2024-01-07T18:00:00,0.0,G
3918,2024-01-07T19:00:00,0.0,G
3942,2024-01-07T20:00:00,0.0,G
3966,2024-01-07T21:00:00,0.0,G
3990,2024-01-07T22:00:00,0.0,G
4014,2024-01-07T23:00:00,0.0,G
4038,2024-01-08T00:00:00,0.0,G
4062,2024-01-08T01:00:00,0.0,G
4086,2024-01-08T02:00:00,0.0,G
4110,2024-01-08T03:00:00,0.0,G
4134,2024-01-08T04:00:00,0.0,G
4158,2024-01-08T05:00:00,0.0,G
4182,2024-01-08T06:00:00,0.0,G
4206,2024-01-08T07:00:00,0.0,G
4230,2024-01-08T08:00:00,0.0,G
4254,2024-01-08T09:00:00,0.0,G
4278,2024-01-08T10:00:00,0.0,G
4302,2024-01-08T11:00:00,0.0,G
4326,2024-01-08T12:00:00,0.0,G
4350,2024-01-08T13:00:00,0.0,G
4374,2024-01-08T14:00:00,0.0,G
4398,2024-01-08T15:00:00,0.0,G
4422,2024-01-08T16:00:00,0.0,G
4446,2024-01-08T17:00:00,0.0,G
4470,2024-01-08T18:00:00,0.0,G
4494,2024-01-08T19:00:00,0.0,G
4518,2024-01-08T20:00:00,0.0,G
4542,2024-01-08T21:00:00,0.0,G
4566,2024-01-08T22:00:00,0.0,G
4590,2024-01-08T23:00:00,0.0,G
4614,2024-01-09T00:00:00,0.0,G
4638,2024-01-09T01:00:00,0.0,G
4662,2024-01-09T02:00:00,0.0,G
4686,2024-01-09T03:00:00,0.0,G
4710,2024-01-09T04:00:00,0.0,G
4734,2024-01-09T05:00:00,0.0,G
4758,2024-01-09T06:00:00,0.0,G
4782,2024-01-09T07:00:00,0.0,G
4806,2024-01-09T08:00:00,0.0,G
4830,2024-01-09T09:00:00,0.0,G
4854,2024-01-09T10:00:00,0.0,G
4878,2024-01-09T11:00:00,0.0,G
4902,2024-01-09T12:00:00,0.0,G
4926,2024-01-09T13:00:00,0.0,G
4950,2024-01-09T14:00:00,0.0,G
4974,2024-01-09T15:00:00,0.0,G
4998,2024-01-09T16:00:00,0.0,G
5022,2024-01-09T17:00:00,0.0,G
5046,2024-01-09T18:00:00,0.0,G
5070,2024-01-09T19:00:00,0.0,G
5094,2024-01-09T20:00:00,0.0,G
5118,2024-01-09T21:00:00,0.0,G
5142,2024-01-09T22:00:00,0.0,G
5166,2024-01-09T23:00:00,0.0,G
5190,2024-01-10T00:00:00,0.0,G
5214,2024-01-10T01:00:00,0.0,G
5238,2024-01-10T02:00:00,0.0,G
5262,2024-01-10T03:00:00,0.0,G
5286,2024-01-10T04:00:00,0.0,G
5310,2024-01-10T05:00:00,0.0,G
5334,2024-01-10T06:00:00,0.0,G
5358,2024-01-10T07:00:00,0.0,G
5382,2024-01-10T08:00:00,0.0,G
5406,2024-01-10T09:00:00,0.0,G
5430,2024-01-10T10:00:00,0.0,G
10254,2024-01-19T19:00:00,0.0,G
10279,2024-01-19T20:00:00,0.0,G
10303,2024-01-19T21:00:00,0.0,G
10327,2024-01-19T22:00:00,0.0,G
10351,2024-01-19T23:00:00,0.0,G
10375,2024-01-20T00:00:00,0.0,G
10400,2024-01-20T01:00:00,0.0,G
10425,2024-01-20T02:00:00,0.0,G
10450,2024-01-20T03:00:00,0.0,G
10475,2024-01-20T04:00:00,0.0,G
10500,2024-01-20T05:00:00,0.0,G
10525,2024-01-20T06:00:00,0.0,G
10550,2024-01-20T07:00:00,0.0,G
10575,2024-01-20T08:00:00,0.0,G
10600,2024-01-20T09:00:00,0.0,G
10625,2024-01-20T10:00:00,0.0,G
10650,2024-01-20T11:00:00,0.0,G
10675,2024-01-20T12:00:00,0.0,G
10700,2024-01-20T13:00:00,0.0,G
10725,2024-01-20T14:00:00,0.0,G
10750,2024-01-20T15:00:00,0.0,G
10775,2024-01-20T16:00:00,0.0,G
10800,2024-01-20T17:00:00,0.0,G
10825,2024-01-20T18:00:00,0.0,G
10850,2024-01-20T19:00:00,0.0,G
10875,2024-01-20T20:00:00,0.0,G
10900,2024-01-20T21:00:00,0.0,G
10925,2024-01-20T22:00:00,0.0,G
10950,2024-01-20T23:00:00,0.0,G
10975,2024-01-21T00:00:00,0.0,G
11000,2024-01-21T01:00:00,0.0,G
11025,2024-01-21T02:00:00,0.0,G
11050,2024-01-21T03:00:00,0.0,G
11075,2024-01-21T04:00:00,0.0,G
11100,2024-01-21T05:00:00,0.0,G
11125,2024-01-21T06:00:00,0.0,G
11150,2024-01-21T07:00:00,0.0,G
11175,2024-01-21T08:00:00,0.0,G
11200,2024-01-21T09:00:00,0.0,G
11225,2024-01-21T10:00:00,0.0,G
11250,2024-01-21T11:00:00,0.0,G
11275,2024-01-21T12:00:00,0.0,G
11300,2024-01-21T13:00:00,0.0,G
11325,2024-01-21T14:00:00,0.0,G
11350,2024-01-21T15:00:00,0.0,G
11375,2024-01-21T16:00:00,0.0,G
11400,2024-01-21T17:00:00,0.0,G
11425,2024-01-21T18:00:00,0.0,G
11450,2024-01-21T19:00:00,0.0,G
11475,2024-01-21T20:00:00,0.0,G
11500,2024-01-21T21:00:00,0.0,G
11525,2024-01-21T22:00:00,0.0,G
11550,2024-01-21T23:00:00,0.0,G
11575,2024-01-22T00:00:00,0.0,G
11600,2024-01-22T01:00:00,0.0,G
11625,2024-01-22T02:00:00,0.0,G
11650,2024-01-22T03:00:00,0.0,G
11675,2024-01-22T04:00:00,0.0,G
11700,2024-01-22T05:00:00,0.0,G
11725,2024-01-22T06:00:00,0.0,G
11750,2024-01-22T07:00:00,0.0,G
11775,2024-01-22T08:00:00,0.0,G
11800,2024-01-22T09:00:00,0.0,G
11825,2024-01-22T10:00:00,0.0,G
11850,2024-01-22T11:00:00,0.0,G
11876,2024-01-22T12:00:00,0.0,G
11901,2024-01-22T13:00:00,0.0,G
11927,2024-01-22T14:00:00,0.0,G
11953,2024-01-22T15:00:00,0.0,G
11979,2024-01-22T16:00:00,0.0,G
12005,2024-01-22T17:00:00,0.0,G
12031,2024-01-22T18:00:00,0.0,G
12057,2024-01-22T19:00:00,0.0,G
12083,2024-01-22T20:00:00,0.0,G
12109,2024-01-22T21:00:00,0.0,G
12135,2024-01-22T22:00:00,0.0,G
12161,2024-01-22T23:00:00,0.0,G
12187,2024-01-23T00:00:00,0.0,G
12213,2024-01-23T01:00:00,0.0,G
12239,2024-01-23T02:00:00,0.0,G
12265,2024-01-23T03:00:00,0.0,G
12291,2024-01-23T04:00:00,0.2,G
12317,2024-01-23T05:00:00,0.5,G
12342,2024-01-23T06:00:00,0.1,G
12367,2024-01-23T07:00:00,0.1,G
12392,2024-01-23T08:00:00,0.3,G
12417,2024-01-23T09:00:00,0.0,G
12442,2024-01-23T10:00:00,0.0,G
12467,2024-01-23T11:00:00,0.0,G
12492,2024-01-23T12:00:00,0.0,G
12516,2024-01-23T13:00:00,0.3,G
12541,2024-01-23T14:00:00,0.1,G
12566,2024-01-23T15:00:00,0.0,G
12591,2024-01-23T16:00:00,0.0,G
12617,2024-01-23T17:00:00,0.0,G
12643,2024-01-23T18:00:00,0.0,G
12669,2024-01-23T19:00:00,0.0,G
12695,2024-01-23T20:00:00,0.0,G
12720,2024-01-23T21:00:00,0.0,G
12746,2024-01-23T22:00:00,0.0,G
12772,2024-01-23T23:00:00,0.0,G
12798,2024-01-24T00:00:00,0.0,G
12824,2024-01-24T01:00:00,0.0,G
12849,2024-01-24T02:00:00,0.0,G
12875,2024-01-24T03:00:00,0.0,G
12900,2024-01-24T04:00:00,0.0,G
12925,2024-01-24T05:00:00,0.0,G
12950,2024-01-24T06:00:00,0.0,G
12976,2024-01-24T07:00:00,0.0,G
13002,2024-01-24T08:00:00,0.0,G
13028,2024-01-24T09:00:00,0.0,G
13054,2024-01-24T10:00:00,0.0,G
13080,2024-01-24T11:00:00,0.0,G
13106,2024-01-24T12:00:00,0.0,G
13132,2024-01-24T13:00:00,0.0,G
13158,2024-01-24T14:00:00,0.0,G
13184,2024-01-24T15:00:00,0.0,G
13210,2024-01-24T16:00:00,0.0,G
13236,2024-01-24T17:00:00,0.0,G
13261,2024-01-24T18:00:00,0.0,G
13287,2024-01-24T19:00:00,0.0,G
13313,2024-01-24T20:00:00,0.0,G
13338,2024-01-24T21:00:00,0.0,G
13364,2024-01-24T22:00:00,0.0,G
13390,2024-01-24T23:00:00,0.0,G
13416,2024-01-25T00:00:00,0.0,G
13442,2024-01-25T01:00:00,0.0,G
13468,2024-01-25T02:00:00,0.0,G
13494,2024-01-25T03:00:00,0.0,G
13520,2024-01-25T04:00:00,0.0,G
13546,2024-01-25T05:00:00,0.0,G
13571,2024-01-25T06:00:00,0.0,G
13596,2024-01-25T07:00:00,0.0,G
13621,2024-01-25T08:00:00,0.0,G
13646,2024-01-25T09:00:00,0.0,G
13671,2024-01-25T10:00:00,0.0,G
13696,2024-01-25T11:00:00,0.0,G
13721,2024-01-25T12:00:00,0.0,G
13746,2024-01-25T13:00:00,0.0,G
13771,2024-01-25T14:00:00,0.0,G
13795,2024-01-25T15:00:00,0.0,G
13819,2024-01-25T16:00:00,0.0,G
13844,2024-01-25T17:00:00,0.0,G
13868,2024-01-25T18:00:00,0.0,G
13892,2024-01-25T19:00:00,0.0,G
13916,2024-01-25T20:00:00,0.0,G
13940,2024-01-25T21:00:00,0.0,G
13964,2024-01-25T22:00:00,0.0,G
13988,2024-01-25T23:00:00,0.0,G
14012,2024-01-26T00:00:00,0.0,G
14036,2024-01-26T01:00:00,0.0,G
14060,2024-01-26T02:00:00,0.0,G
14084,2024-01-26T03:00:00,0.0,G
14108,2024-01-26T04:00:00,0.0,G
14132,2024-01-26T05:00:00,0.0,G
14156,2024-01-26T06:00:00,0.0,G
14180,2024-01-26T07:00:00,0.0,G
14205,2024-01-26T08:00:00,0.0,G
14229,2024-01-26T09:00:00,0.0,G
14253,2024-01-26T10:00:00,0.0,G
14278,2024-01-26T11:00:00,0.0,G
14303,2024-01-26T12:00:00,0.0,G
14327,2024-01-26T13:00:00,0.0,G
14352,2024-01-26T14:00:00,0.0,G
14377,2024-01-26T15:00:00,0.0,G
14401,2024-01-26T16:00:00,0.0,G
14425,2024-01-26T17:00:00,0.0,G
14449,2024-01-26T18:00:00,0.0,G
14473,2024-01-26T19:00:00,0.0,G
14497,2024-01-26T20:00:00,0.0,G
14521,2024-01-26T21:00:00,0.0,G
14545,2024-01-26T22:00:00,0.0,G
14569,2024-01-26T23:00:00,0.0,G
14593,2024-01-27T00:00:00,0.0,G
14617,2024-01-27T01:00:00,0.0,G
14641,2024-01-27T02:00:00,0.0,G
14665,2024-01-27T03:00:00,0.0,G
14689,2024-01-27T04:00:00,0.0,G
14713,2024-01-27T05:00:00,0.0,G
14736,2024-01-27T06:00:00,0.0,G
14760,2024-01-27T07:00:00,0.0,G
14784,2024-01-27T08:00:00,0.0,G
14808,2024-01-27T09:00:00,0.0,G
14832,2024-01-27T10:00:00,0.0,G
14856,2024-01-27T11:00:00,0.0,G
14880,2024-01-27T12:00:00,0.0,G
14904,2024-01-27T13:00:00,0.0,G
14928,2024-01-27T14:00:00,0.0,G
14952,2024-01-27T15:00:00,0.0,G
14975,2024-01-27T16:00:00,0.0,G
14999,2024-01-27T17:00:00,0.0,G
15023,2024-01-27T18:00:00,0.0,G
15047,2024-01-27T19:00:00,0.0,G
15070,2024-01-27T20:00:00,0.0,G
15094,2024-01-27T21:00:00,0.0,G
15118,2024-01-27T22:00:00,0.1,G
15142,2024-01-27T23:00:00,0.3,G
15166,2024-01-28T00:00:00,0.2,G
15189,2024-01-28T01:00:00,0.0,G
15213,2024-01-28T02:00:00,0.0,G
15236,2024-01-28T03:00:00,0.0,G
15260,2024-01-28T04:00:00,0.0,G
15284,2024-01-28T05:00:00,0.0,G
15308,2024-01-28T06:00:00,0.0,G
15332,2024-01-28T07:00:00,0.0,G
15356,2024-01-28T08:00:00,0.3,G
15380,2024-01-28T09:00:00,0.3,G
15404,2024-01-28T10:00:00,0.0,G
15428,2024-01-28T11:00:00,0.0,G
15452,2024-01-28T12:00:00,0.0,G
15475,2024-01-28T13:00:00,0.0,G
15499,2024-01-28T14:00:00,0.0,G
15523,2024-01-28T15:00:00,0.0,G
15547,2024-01-28T16:00:00,0.0,G
15571,2024-01-28T17:00:00,0.0,G
15595,2024-01-28T18:00:00,0.0,G
15619,2024-01-28T19:00:00,0.0,G
15643,2024-01-28T20:00:00,0.0,G
15667,2024-01-28T21:00:00,0.0,G
15691,2024-01-28T22:00:00,0.0,G
15714,2024-01-28T23:00:00,0.0,G
15738,2024-01-29T00:00:00,0.0,G
15762,2024-01-29T01:00:00,0.0,G
15786,2024-01-29T02:00:00,0.0,G
15810,2024-01-29T03:00:00,0.0,G
15834,2024-01-29T04:00:00,0.0,G
15857,2024-01-29T05:00:00,0.0,G
15881,2024-01-29T06:00:00,0.0,G
15905,2024-01-29T07:00:00,0.0,G
15929,2024-01-29T08:00:00,0.0,G
15953,2024-01-29T09:00:00,0.0,G
15977,2024-01-29T10:00:00,0.0,G
16000,2024-01-29T11:00:00,0.0,G
16024,2024-01-29T12:00:00,0.0,G
16049,2024-01-29T13:00:00,0.0,G
16075,2024-01-29T14:00:00,0.0,G
16100,2024-01-29T15:00:00,0.0,G
16124,2024-01-29T16:00:00,0.0,G
16148,2024-01-29T17:00:00,0.0,G
16172,2024-01-29T18:00:00,0.0,G
16196,2024-01-29T19:00:00,0.0,G
16220,2024-01-29T20:00:00,0.0,G
16243,2024-01-29T21:00:00,0.0,G
16267,2024-01-29T22:00:00,0.0,G
16291,2024-01-29T23:00:00,0.0,G
16314,2024-01-30T00:00:00,0.0,G
16338,2024-01-30T01:00:00,0.0,G
16363,2024-01-30T02:00:00,0.0,G
16388,2024-01-30T03:00:00,0.0,G
16413,2024-01-30T04:00:00,0.0,G
16438,2024-01-30T05:00:00,0.0,G
16463,2024-01-30T06:00:00,0.0,G
16488,2024-01-30T07:00:00,0.0,G
16513,2024-01-30T08:00:00,0.2,G
16538,2024-01-30T09:00:00,0.0,G
16562,2024-01-30T10:00:00,0.0,G
16586,2024-01-30T11:00:00,0.0,G
16611,2024-01-30T12:00:00,0.0,G
16636,2024-01-30T13:00:00,0.0,G
16661,2024-01-30T14:00:00,0.0,G
16686,2024-01-30T15:00:00,0.0,G
16711,2024-01-30T16:00:00,0.0,G
16735,2024-01-30T17:00:00,0.0,G
16759,2024-01-30T18:00:00,0.0,G
16783,2024-01-30T19:00:00,0.0,G
16807,2024-01-30T20:00:00,0.0,G
16831,2024-01-30T21:00:00,0.0,G
16855,2024-01-30T22:00:00,0.0,G
16879,2024-01-30T23:00:00,0.0,G
16903,2024-01-31T00:00:00,0.0,G
16927,2024-01-31T01:00:00,0.0,G
16951,2024-01-31T02:00:00,0.0,G
16975,2024-01-31T03:00:00,0.0,G
16998,2024-01-31T04:00:00,0.0,G
17021,2024-01-31T05:00:00,0.0,G
17044,2024-01-31T06:00:00,0.0,G
17067,2024-01-31T07:00:00,0.0,G
17089,2024-01-31T08:00:00,0.0,G
17111,2024-01-31T09:00:00,0.0,G
17133,2024-01-31T10:00:00,0.0,G
17155,2024-01-31T11:00:00,0.0,G
17177,2024-01-31T12:00:00,0.0,G
17199,2024-01-31T13:00:00,0.0,G
17222,2024-01-31T14:00:00,0.0,G
17245,2024-01-31T15:00:00,0.0,G
17268,2024-01-31T16:00:00,0.0,G
17291,2024-01-31T17:00:00,0.0,G
17314,2024-01-31T18:00:00,0.0,G
17337,2024-01-31T19:00:00,0.0,G
17360,2024-01-31T20:00:00,0.0,G
17383,2024-01-31T21:00:00,0.0,G
17406,2024-01-31T22:00:00,0.0,G
17429,2024-01-31T23:00:00,0.0,G
17452,2024-02-01T00:00:00,0.0,G
17475,2024-02-01T01:00:00,0.0,G
17498,2024-02-01T02:00:00,0.0,G
17521,2024-02-01T03:00:00,0.0,G
17543,2024-02-01T04:00:00,0.0,G
17565,2024-02-01T05:00:00,0.0,G
17587,2024-02-01T06:00:00,0.0,G
17610,2024-02-01T07:00:00,0.0,G
17633,2024-02-01T08:00:00,0.0,G
17656,2024-02-01T09:00:00,0.0,G
17679,2024-02-01T10:00:00,0.0,G
17702,2024-02-01T11:00:00,0.0,G
17725,2024-02-01T12:00:00,0.0,G
17749,2024-02-01T13:00:00,0.0,G
17773,2024-02-01T14:00:00,0.0,G
17797,2024-02-01T15:00:00,0.0,G
17821,2024-02-01T16:00:00,0.0,G
17845,2024-02-01T17:00:00,0.0,G
17869,2024-02-01T18:00:00,0.0,G
17893,2024-02-01T19:00:00,0.0,G
17917,2024-02-01T20:00:00,0.0,G
17941,2024-02-01T21:00:00,0.0,G
17965,2024-02-01T22:00:00,0.0,G
17989,2024-02-01T23:00:00,0.0,G
18013,2024-02-02T00:00:00,0.0,G
18037,2024-02-02T01:00:00,0.0,G
18061,2024-02-02T02:00:00,0.0,G
18085,2024-02-02T03:00:00,0.0,G
18109,2024-02-02T04:00:00,0.0,G
18133,2024-02-02T05:00:00,0.0,G
18157,2024-02-02T06:00:00,0.0,G
18181,2024-02-02T07:00:00,0.0,G
18205,2024-02-02T08:00:00,0.0,G
18229,2024-02-02T09:00:00,0.0,G
18253,2024-02-02T10:00:00,0.0,G
18277,2024-02-02T11:00:00,0.0,G
18301,2024-02-02T12:00:00,0.0,G
18325,2024-02-02T13:00:00,0.0,G
18349,2024-02-02T14:00:00,0.0,G
18373,2024-02-02T15:00:00,0.0,G
18397,2024-02-02T16:00:00,0.0,G
18421,2024-02-02T17:00:00,0.0,G
18445,2024-02-02T18:00:00,0.0,G
18469,2024-02-02T19:00:00,0.0,G
18493,2024-02-02T20:00:00,0.0,G
18517,2024-02-02T21:00:00,0.0,G
18541,2024-02-02T22:00:00,0.0,G
18565,2024-02-02T23:00:00,0.0,G
18589,2024-02-03T00:00:00,0.0,G
18613,2024-02-03T01:00:00,0.0,G
18637,2024-02-03T02:00:00,0.0,G
18661,2024-02-03T03:00:00,0.0,G
18685,2024-02-03T04:00:00,0.0,G
18709,2024-02-03T05:00:00,0.0,G
18733,2024-02-03T06:00:00,0.0,G
18757,2024-02-03T07:00:00,0.0,G
18781,2024-02-03T08:00:00,0.0,G
18805,2024-02-03T09:00:00,0.0,G
18829,2024-02-03T10:00:00,0.0,G
18853,2024-02-03T11:00:00,0.0,G
18877,2024-02-03T12:00:00,0.0,G
18901,2024-02-03T13:00:00,0.0,G
18925,2024-02-03T14:00:00,0.0,G
18949,2024-02-03T15:00:00,0.0,G
18973,2024-02-03T16:00:00,0.0,G
18997,2024-02-03T17:00:00,0.0,G
19021,2024-02-03T18:00:00,0.0,G
19045,2024-02-03T19:00:00,0.0,G
19069,2024-02-03T20:00:00,0.0,G
19093,2024-02-03T21:00:00,0.0,G
19117,2024-02-03T22:00:00,0.0,G
19141,2024-02-03T23:00:00,0.0,G
19165,2024-02-04T00:00:00,0.0,G
19189,2024-02-04T01:00:00,0.0,G
19213,2024-02-04T02:00:00,0.0,G
19237,2024-02-04T03:00:00,0.0,G
19261,2024-02-04T04:00:00,0.0,G
19285,2024-02-04T05:00:00,0.0,G
19309,2024-02-04T06:00:00,0.0,G
19333,2024-02-04T07:00:00,0.0,G
19357,2024-02-04T08:00:00,0.0,G
19381,2024-02-04T09:00:00,0.0,G
19405,2024-02-04T10:00:00,0.0,G
19429,2024-02-04T11:00:00,0.0,G
19452,2024-02-04T12:00:00,0.0,G
19475,2024-02-04T13:00:00,0.0,G
19498,2024-02-04T14:00:00,0.0,G
19521,2024-02-04T15:00:00,0.0,G
19544,2024-02-04T16:00:00,0.0,G
19567,2024-02-04T17:00:00,0.0,G
19590,2024-02-04T18:00:00,0.0,G
19613,2024-02-04T19:00:00,0.0,G
19636,2024-02-04T20:00:00,0.0,G
19659,2024-02-04T21:00:00,0.0,G
19682,2024-02-04T22:00:00,0.0,G
19705,2024-02-04T23:00:00,0.0,G
19728,2024-02-05T00:00:00,0.0,G
19751,2024-02-05T01:00:00,0.0,G
19774,2024-02-05T02:00:00,0.0,G
19797,2024-02-05T03:00:00,0.0,G
19820,2024-02-05T04:00:00,0.0,G
19843,2024-02-05T05:00:00,0.0,G
19866,2024-02-05T06:00:00,0.0,G
19889,2024-02-05T07:00:00,0.0,G
19912,2024-02-05T08:00:00,0.0,G
19935,2024-02-05T09:00:00,0.0,G
19959,2024-02-05T10:00:00,0.0,G
19983,2024-02-05T11:00:00,0.0,G
20007,2024-02-05T12:00:00,0.0,G
20031,2024-02-05T13:00:00,0.0,G
20055,2024-02-05T14:00:00,0.0,G
20079,2024-02-05T15:00:00,0.0,G
20103,2024-02-05T16:00:00,0.0,G
20128,2024-02-05T17:00:00,0.0,G
20153,2024-02-05T18:00:00,0.0,G
20178,2024-02-05T19:00:00,0.0,G
20203,2024-02-05T20:00:00,0.0,G
20228,2024-02-05T21:00:00,0.0,G
